S No,Station Name,Station Code,Station Category,Division,Zone,District,State,Category_Rank,Division_Station_Count,Zone_Share_%
2083,JADABPUR,JDP,SG3,SEALDAH,ER,KOLKATA,WEST BENGAL,12,206,6.91
2084,JAGHDDAL,JGDL,SG3,SEALDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,12,206,6.91
2085,JAYANAGAR MAJILPUR H,JNM,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2086,KAKDWIP,KWDP,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2087,KALIKAPUR F,KLKR,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2088,KALINARAYANPUR JN.,KLNP,SG3,SEALDAH,ER,NADIA,WEST BENGAL,12,206,6.91
2089,KALYANI GHOSHPARA,KLYG,SG3,SEALDAH,ER,NADIA,WEST BENGAL,12,206,6.91
2090,KALYANI JN,KYI,SG3,SEALDAH,ER,NADIA,WEST BENGAL,12,206,6.91
2091,KALYANI SILPANCHAL,KLYS,SG3,SEALDAH,ER,NADIA,WEST BENGAL,12,206,6.91
2092,KALYANI SIMANTA,KLYM,SG3,SEALDAH,ER,NADIA,WEST BENGAL,12,206,6.91
2093,KALYANPUR,KYP,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2094,KANCHRAPARA,KPA,SG3,SEALDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,12,206,6.91
2095,KANKINARA,KNR,SG3,SEALDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,12,206,6.91
2096,KASHINAGAR HALT,KHGR,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2097,KOMAGATAMARUBGB,KBGB,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2098,LAKE GARDEN F,LKF,SG3,SEALDAH,ER,KOLKATA,WEST BENGAL,12,206,6.91
2099,LAKSHMIKANTAPUR,LKPR,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2100,MACHLANDAPUR,MSL,SG3,SEALDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,12,206,6.91
2101,MADANPUR,MPJ,SG3,SEALDAH,ER,NADIA,WEST BENGAL,12,206,6.91
2102,MAGRA HAT,MGT,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2103,MAJHDIA,MIJ,SG3,SEALDAH,ER,NADIA,WEST BENGAL,12,206,6.91
2104,MAJHERGRAM,MAJ,SG3,SEALDAH,ER,NADIA,WEST BENGAL,12,206,6.91
2105,MAJHERHAT,MJT,SG3,SEALDAH,ER,KOLKATA,WEST BENGAL,12,206,6.91
2106,MALATIPUR,MPE,SG3,SEALDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,12,206,6.91
2107,MALLIKPUR,MAK,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2108,MATHURAPUR ROAD,MPRD,SG3,SEALDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,12,206,6.91
2109,NAMKHANA,NMKA,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2110,NANGI,NAI,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2111,NETRA,NTA,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2112,NEW ALIPORE (CALCUTT,NACC,SG3,SEALDAH,ER,KOLKATA,WEST BENGAL,12,206,6.91
2113,NEW BARRACKPUR,NBE,SG3,SEALDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,12,206,6.91
2114,NEW GARIA,NGRI,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2115,PALPARA,PXR,SG3,SEALDAH,ER,NADIA,WEST BENGAL,12,206,6.91
2116,PALTA,PTF,SG3,SEALDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,12,206,6.91
2117,PARK CIRCUS,PQS,SG3,SEALDAH,ER,KOLKATA,WEST BENGAL,12,206,6.91
2118,PATIPUKUR,PTKR,SG3,SEALDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,12,206,6.91
2119,PAYRADANGA,PDX,SG3,SEALDAH,ER,NADIA,WEST BENGAL,12,206,6.91
2120,PHULIA,FLU,SG3,SEALDAH,ER,NADIA,WEST BENGAL,12,206,6.91
2121,PIALI,PLF,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2122,PRINCEPGHAT,PPGT,SG3,SEALDAH,ER,KOLKATA,WEST BENGAL,12,206,6.91
2123,SANGRAMPUR,SNU,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2124,SANTOSHPUR F,SSP,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2125,SHANTIPUR,STB,SG3,SEALDAH,ER,NADIA,WEST BENGAL,12,206,6.91
2126,SHASAN ROAD F,SSRD,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2127,SIMURALI,SMX,SG3,SEALDAH,ER,NADIA,WEST BENGAL,12,206,6.91
2128,SONDALIA,SXC,SG3,SEALDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,12,206,6.91
2129,SURJYAPUR F,SJPR,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2130,TAHERPUR,THP,SG3,SEALDAH,ER,NADIA,WEST BENGAL,12,206,6.91
2131,TAKI ROAD,TKF,SG3,SEALDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,12,206,6.91
2132,TALA,TALA,SG3,SEALDAH,ER,KOLKATA,WEST BENGAL,12,206,6.91
2133,TALDI,TLX,SG3,SEALDAH,ER,24 PARAGANAS SOUTH,WEST BENGAL,12,206,6.91
2134,THAKURNAGAR,TKNR,SG3,SEALDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,12,206,6.91
2135,TITAGARH,TGH,SG3,SEALDAH,ER,24 PARAGANAS NORTH,WEST BENGAL,12,206,6.91
2136,TOLLYGANJ,TLG,SG3,SEALDAH,ER,KOLKATA,WEST BENGAL,12,206,6.91
2137,AULENDA,AED,HG2,AGRA,NCR,AGRA,UTTAR PRADESH,2,101,4.85
2138,BANCHARI,BNCR,HG2,AGRA,NCR,PALWAL,HARYANA,2,101,4.85
2139,BIRAMBAD,BAMA,HG2,AGRA,NCR,BHARATPUR,RAJASTHAN,2,101,4.85
2140,DEEN DAYAL DHAM,DDDM,HG2,AGRA,NCR,MATHURA,UTTAR PRADESH,2,101,4.85
2141,DHANA KHERLI HALT,DXK,HG2,AGRA,NCR,BHARATPUR,RAJASTHAN,2,101,4.85
2142,KHERA SANDHAN HALT,KHSN,HG2,AGRA,NCR,AGRA,UTTAR PRADESH,2,101,4.85
2143,NAGLA TULA,NGLT,HG2,AGRA,NCR,BHARATPUR,RAJASTHAN,2,101,4.85
2144,ANGAI HALT,AGE,HG3,AGRA,NCR,DHOLPUR,RAJASTHAN,3,101,4.85
2145,BAGTHAR,BFG,HG3,AGRA,NCR,DHOLPUR,RAJASTHAN,3,101,4.85
2146,BAH,HAB,HG3,AGRA,NCR,AGRA,UTTAR PRADESH,3,101,4.85
2147,BASERI,BED,HG3,AGRA,NCR,DHOLPUR,RAJASTHAN,3,101,4.85
2148,BATESAR,BASR,HG3,AGRA,NCR,AGRA,UTTAR PRADESH,3,101,4.85
2149,BHADRAULI,BDRI,HG3,AGRA,NCR,AGRA,UTTAR PRADESH,3,101,4.85
2150,BHUDA,BUDA,HG3,AGRA,NCR,ALWAR,RAJASTHAN,3,101,4.85
2151,DANTIA,DTF,HG3,AGRA,NCR,ALWAR,RAJASTHAN,3,101,4.85
2152,DHIMSIRI,DMSR,HG3,AGRA,NCR,AGRA,UTTAR PRADESH,3,101,4.85
2153,FATEHABAD,FAB,HG3,AGRA,NCR,AGRA,UTTAR PRADESH,3,101,4.85
2154,GARHI BERI,GBPM,HG3,AGRA,NCR,MATHURA,UTTAR PRADESH,3,101,4.85
2155,GARHI SANDRA,GIS,HG3,AGRA,NCR,DHOLPUR,RAJASTHAN,3,101,4.85
2156,JAITPUR KALAN,JTKN,HG3,AGRA,NCR,AGRA,UTTAR PRADESH,3,101,4.85
2157,JAITPURA,JATP,HG3,AGRA,NCR,AGRA,UTTAR PRADESH,3,101,4.85
2158,KARAUNDHANA,KRDN,HG3,AGRA,NCR,AGRA,UTTAR PRADESH,3,101,4.85
2159,MANIKPURA,MAKP,HG3,AGRA,NCR,AGRA,UTTAR PRADESH,3,101,4.85
2160,MANISINGH KA PURA,MGKP,HG3,AGRA,NCR,AGRA,UTTAR PRADESH,3,101,4.85
2161,NOHBACHHAMADI,NHB,HG3,AGRA,NCR,BHARATPUR,RAJASTHAN,3,101,4.85
2162,NURPURA HALT,NPH,HG3,AGRA,NCR,DHOLPUR,RAJASTHAN,3,101,4.85
2163,RANPURA,RNB,HG3,AGRA,NCR,DHOLPUR,RAJASTHAN,3,101,4.85
2164,SHAMSHABAD TOWN,SSDT,HG3,AGRA,NCR,AGRA,UTTAR PRADESH,3,101,4.85
2165,SHRI GHASI NAGAR,SHGN,HG3,AGRA,NCR,DAUSA,RAJASTHAN,3,101,4.85
2166,SINGARPUR,SNPR,HG3,AGRA,NCR,AGRA,UTTAR PRADESH,3,101,4.85
2167,SOOROTHEE,SRTE,HG3,AGRA,NCR,DHOLPUR,RAJASTHAN,3,101,4.85
2168,TARCHHERA BARAOLIRAN,TBL,HG3,AGRA,NCR,BHARATPUR,RAJASTHAN,3,101,4.85
2169,AGRA CANTT,AGC,NSG2,AGRA,NCR,AGRA,UTTAR PRADESH,5,101,4.85
2170,MATHURA JN,MTJ,NSG2,AGRA,NCR,MATHURA,UTTAR PRADESH,5,101,4.85
2171,AGRA FORT,AF,NSG3,AGRA,NCR,AGRA,UTTAR PRADESH,6,101,4.85
2172,KOSI KALAN,KSV,NSG4,AGRA,NCR,MATHURA,UTTAR PRADESH,7,101,4.85
2173,RAJA-KI-MANDI,RKM,NSG4,AGRA,NCR,AGRA,UTTAR PRADESH,7,101,4.85
2174,ACHHNERA JN.,AH,NSG5,AGRA,NCR,AGRA,UTTAR PRADESH,8,101,4.85
2175,BHUTESHWAR,BTSR,NSG5,AGRA,NCR,MATHURA,UTTAR PRADESH,8,101,4.85
2176,DHAULPUR,DHO,NSG5,AGRA,NCR,DHOLPUR,RAJASTHAN,8,101,4.85
2177,GOVERDHAN,GDO,NSG5,AGRA,NCR,MATHURA,UTTAR PRADESH,8,101,4.85
2178,HODAL,HDL,NSG5,AGRA,NCR,PALWAL,HARYANA,8,101,4.85
2179,IDGAH,IDH,NSG5,AGRA,NCR,AGRA,UTTAR PRADESH,8,101,4.85
2180,KHERLI,KL,NSG5,AGRA,NCR,ALWAR,RAJASTHAN,8,101,4.85
2181,MANDAWAR MAHWA ROAD,MURD,NSG5,AGRA,NCR,DAUSA,RAJASTHAN,8,101,4.85
2182,NADBAI,NBI,NSG5,AGRA,NCR,BHARATPUR,RAJASTHAN,8,101,4.85
2183,AGRA CITY,AGA,NSG6,AGRA,NCR,AGRA,UTTAR PRADESH,9,101,4.85
2184,AJHAI,AJH,NSG6,AGRA,NCR,MATHURA,UTTAR PRADESH,9,101,4.85
2185,BAAD,BAD,NSG6,AGRA,NCR,MATHURA,UTTAR PRADESH,9,101,4.85
2186,BANDH BARETHA,BR,NSG6,AGRA,NCR,BHARATPUR,RAJASTHAN,9,101,4.85
2187,BANSI PAHARPUR,BIQ,NSG6,AGRA,NCR,BHARATPUR,RAJASTHAN,9,101,4.85
2188,BARI,BARI,NSG6,AGRA,NCR,DHOLPUR,RAJASTHAN,9,101,4.85
2189,BEDHAM,BEDM,NSG6,AGRA,NCR,BHARATPUR,RAJASTHAN,9,101,4.85
2190,BEHAJ,BEHJ,NSG6,AGRA,NCR,BHARATPUR,RAJASTHAN,9,101,4.85
2191,BHAINSA,BSA,NSG6,AGRA,NCR,MATHURA,UTTAR PRADESH,9,101,4.85
2192,BHAJERA,BJRA,NSG6,AGRA,NCR,ALWAR,RAJASTHAN,9,101,4.85
2193,BHANDAI,BHA,NSG6,AGRA,NCR,AGRA,UTTAR PRADESH,9,101,4.85
2194,BICHPURI,BCP,NSG6,AGRA,NCR,AGRA,UTTAR PRADESH,9,101,4.85
2195,BILOCHPURA AGRA,BFP,NSG6,AGRA,NCR,AGRA,UTTAR PRADESH,9,101,4.85
2196,BIWAI,BW,NSG6,AGRA,NCR,DAUSA,RAJASTHAN,9,101,4.85
2197,BRIJ NAGAR,BINR,NSG6,AGRA,NCR,BHARATPUR,RAJASTHAN,9,101,4.85
2198,CHATA,CHJ,NSG6,AGRA,NCR,MATHURA,UTTAR PRADESH,9,101,4.85
2199,CHHALESAR,CHLR,NSG6,AGRA,NCR,AGRA,UTTAR PRADESH,9,101,4.85
2200,CHIKASANA,CIK,NSG6,AGRA,NCR,BHARATPUR,RAJASTHAN,9,101,4.85
2201,DEEG,DEEG,NSG6,AGRA,NCR,BHARATPUR,RAJASTHAN,9,101,4.85
2202,ETMADPUR,ETUE,NSG6,AGRA,NCR,AGRA,UTTAR PRADESH,9,101,4.85
2203,FARAH,FAR,NSG6,AGRA,NCR,MATHURA,UTTAR PRADESH,9,101,4.85
2204,FATEHPUR-SIKRI,FTS,NSG6,AGRA,NCR,AGRA,UTTAR PRADESH,9,101,4.85
2205,GAZIKA,GZKA,NSG6,AGRA,NCR,ALWAR,RAJASTHAN,9,101,4.85
2206,GHOSRANA,GOS,NSG6,AGRA,NCR,ALWAR,RAJASTHAN,9,101,4.85
2207,GOVINDGARH,GVH,NSG6,AGRA,NCR,ALWAR,RAJASTHAN,9,101,4.85
2208,HELAK,HK,NSG6,AGRA,NCR,BHARATPUR,RAJASTHAN,9,101,4.85
2209,IKRAN,IK,NSG6,AGRA,NCR,BHARATPUR,RAJASTHAN,9,101,4.85
2210,JADOLI KA BAS,JBS,NSG6,AGRA,NCR,ALWAR,RAJASTHAN,9,101,4.85
2211,JAJAU,JJ,NSG6,AGRA,NCR,AGRA,UTTAR PRADESH,9,101,4.85
2212,JHAREDA,JREA,NSG6,AGRA,NCR,ALWAR,RAJASTHAN,9,101,4.85
2213,KARANPURA,KPO,NSG6,AGRA,NCR,ALWAR,RAJASTHAN,9,101,4.85
2214,KIRAOLI,KLB,NSG6,AGRA,NCR,AGRA,UTTAR PRADESH,9,101,4.85
2215,KITHAM,KXM,NSG6,AGRA,NCR,AGRA,UTTAR PRADESH,9,101,4.85
2216,KUBERPUR,KBP,NSG6,AGRA,NCR,AGRA,UTTAR PRADESH,9,101,4.85
2217,MANIA,MIA,NSG6,AGRA,NCR,DHOLPUR,RAJASTHAN,9,101,4.85
2218,MIRHAKUR,MIQ,NSG6,AGRA,NCR,AGRA,UTTAR PRADESH,9,101,4.85
2219,MOHARI,MHF,NSG6,AGRA,NCR,DHOLPUR,RAJASTHAN,9,101,4.85
2220,MORA,MROA,NSG6,AGRA,NCR,MATHURA,UTTAR PRADESH,9,101,4.85
2221,OOTWARD,OTD,NSG6,AGRA,NCR,ALWAR,RAJASTHAN,9,101,4.85
2222,PAPARERA,PPEA,NSG6,AGRA,NCR,BHARATPUR,RAJASTHAN,9,101,4.85
2223,PARKHAM,PRK,NSG6,AGRA,NCR,MATHURA,UTTAR PRADESH,9,101,4.85
2224,PATHAULI,PTLI,NSG6,AGRA,NCR,AGRA,UTTAR PRADESH,9,101,4.85
2225,RADHAKUND,RAKD,NSG6,AGRA,NCR,MATHURA,UTTAR PRADESH,9,101,4.85
2226,RAIBHA,RAI,NSG6,AGRA,NCR,AGRA,UTTAR PRADESH,9,101,4.85
2227,RAMGARH,RAH,NSG6,AGRA,NCR,ALWAR,RAJASTHAN,9,101,4.85
2228,RUNDHI,RDE,NSG6,AGRA,NCR,PALWAL,HARYANA,9,101,4.85
2229,RUNKUTA,RNKA,NSG6,AGRA,NCR,AGRA,UTTAR PRADESH,9,101,4.85
2230,RUPBAS,RBS,NSG6,AGRA,NCR,BHARATPUR,RAJASTHAN,9,101,4.85
2231,SHOLAKA,SHLK,NSG6,AGRA,NCR,PALWAL,HARYANA,9,101,4.85
2232,SIRMUTTRA,SRMT,NSG6,AGRA,NCR,DHOLPUR,RAJASTHAN,9,101,4.85
2233,TANTPUR,TPO,NSG6,AGRA,NCR,DHOLPUR,RAJASTHAN,9,101,4.85
2234,UDI MOR JN.,UDMR,NSG6,AGRA,NCR,ETAWAH,UTTAR PRADESH,9,101,4.85
2235,VRINDABAN ROAD,VRBD,NSG6,AGRA,NCR,MATHURA,UTTAR PRADESH,9,101,4.85
2236,VRINDAVAN,BDB,NSG6,AGRA,NCR,MATHURA,UTTAR PRADESH,9,101,4.85
2237,YAMUNA BRIDGE,JAB,NSG6,AGRA,NCR,AGRA,UTTAR PRADESH,9,101,4.85
2238,CHARKHARI ROAD,CRC,HG2,JHANSI,NCR,MAHOBA,UTTAR PRADESH,2,158,4.85
2239,DAPSAURA,DPSR,HG2,JHANSI,NCR,HAMIRPUR,UTTAR PRADESH,2,158,4.85
2240,GHUTAI,GTI,HG2,JHANSI,NCR,MAHOBA,UTTAR PRADESH,2,158,4.85
2241,INGOHTA,IGTA,HG2,JHANSI,NCR,HAMIRPUR,UTTAR PRADESH,2,158,4.85
2242,ITEHAR,AAH,HG2,JHANSI,NCR,BHIND,MADHYA PRADESH,2,158,4.85
2243,RAJNAGAR K HALT,RJAK,HG2,JHANSI,NCR,CHHATARPUR,MADHYA PRADESH,2,158,4.85
2244,SIRHI ITARA,SIRA,HG2,JHANSI,NCR,KANPUR NAGAR,UTTAR PRADESH,2,158,4.85
2245,AMBIKESHWAR,ABE,HG3,JHANSI,NCR,MORENA,MADHYA PRADESH,3,158,4.85
2246,ASOKHAR,AXK,HG3,JHANSI,NCR,BHIND,MADHYA PRADESH,3,158,4.85
2247,BARIPURA,BPRA,HG3,JHANSI,NCR,MAHOBA,UTTAR PRADESH,3,158,4.85
2248,BASARI,BSRI,HG3,JHANSI,NCR,RAJGARH,MADHYA PRADESH,3,158,4.85
2249,BHADROLI HALT,BBY,HG3,JHANSI,NCR,GWALIOR,MADHYA PRADESH,3,158,4.85
2250,BHATPURA,BHAT,HG3,JHANSI,NCR,MORENA,MADHYA PRADESH,3,158,4.85
2251,BIJAIPUR ROAD,BJPR,HG3,JHANSI,NCR,MORENA,MADHYA PRADESH,3,158,4.85
2252,BINAUR,BNAR,HG3,JHANSI,NCR,KANPUR NAGAR,UTTAR PRADESH,3,158,4.85
2253,CHITHARI HALT,CHIT,HG3,JHANSI,NCR,CHHATARPUR,MADHYA PRADESH,3,158,4.85
2254,DATARDA KALAN,DTQ,HG3,JHANSI,NCR,SHEOPUR,MADHYA PRADESH,3,158,4.85
2255,DOHRU,DXU,HG3,JHANSI,NCR,KANPUR NAGAR,UTTAR PRADESH,3,158,4.85
2256,DURGAPURI,DURP,HG3,JHANSI,NCR,SHEOPUR,MADHYA PRADESH,3,158,4.85
2257,KAIMARAKALAN,KAKN,HG3,JHANSI,NCR,SHEOPUR,MADHYA PRADESH,3,158,4.85
2258,MAGARPUR,MGRR,HG3,JHANSI,NCR,JHANSI,UTTAR PRADESH,3,158,4.85
2259,MALASA,MLS,HG3,JHANSI,NCR,KANPUR DEHAT,UTTAR PRADESH,3,158,4.85
2260,MAWAI,MWAI,HG3,JHANSI,NCR,TIKAMGARH,MADHYA PRADESH,3,158,4.85
2261,NONERA,NNE,HG3,JHANSI,NCR,BHIND,MADHYA PRADESH,3,158,4.85
2262,NURABAD,NUB,HG3,JHANSI,NCR,MORENA,MADHYA PRADESH,3,158,4.85
2263,PHOOP,PHOP,HG3,JHANSI,NCR,BHIND,MADHYA PRADESH,3,158,4.85
2264,PIPALWALI CHOWKI,PPCK,HG3,JHANSI,NCR,MORENA,MADHYA PRADESH,3,158,4.85
2265,RAGHOULI,RGLI,HG3,JHANSI,NCR,CHHATARPUR,MADHYA PRADESH,3,158,4.85
2266,RAMPAHARI,RMPH,HG3,JHANSI,NCR,MORENA,MADHYA PRADESH,3,158,4.85
2267,RAMPURA,RAPU,HG3,JHANSI,NCR,CHHATARPUR,MADHYA PRADESH,3,158,4.85
2268,RASULPUR GOGUMAU,RPGU,HG3,JHANSI,NCR,KANPUR DEHAT,UTTAR PRADESH,3,158,4.85
2269,RAYATPURA,RYT,HG3,JHANSI,NCR,BHIND,MADHYA PRADESH,3,158,4.85
2270,RETHORAKALAN,RAKL,HG3,JHANSI,NCR,MORENA,MADHYA PRADESH,3,158,4.85
2271,SEMAI,SYF,HG3,JHANSI,NCR,MORENA,MADHYA PRADESH,3,158,4.85
2272,SERONI ROAD,SEX,HG3,JHANSI,NCR,SHEOPUR,MADHYA PRADESH,3,158,4.85
2273,SIKRODA,SKU,HG3,JHANSI,NCR,MORENA,MADHYA PRADESH,3,158,4.85
2274,SILLIPUR,SPRA,HG3,JHANSI,NCR,SHEOPUR,MADHYA PRADESH,3,158,4.85
2275,SIMARIATAL,SMTL,HG3,JHANSI,NCR,GWALIOR,MADHYA PRADESH,3,158,4.85
2276,SONDHA ROAD,SCN,HG3,JHANSI,NCR,BHIND,MADHYA PRADESH,3,158,4.85
2277,TARRA KALAN,TKLN,HG3,JHANSI,NCR,SHEOPUR,MADHYA PRADESH,3,158,4.85
2278,THARA,THR,HG3,JHANSI,NCR,MORENA,MADHYA PRADESH,3,158,4.85
2279,TILA,TILA,HG3,JHANSI,NCR,TIKAMGARH,MADHYA PRADESH,3,158,4.85
2280,TILAUNCHI,TLNH,HG3,JHANSI,NCR,KANPUR DEHAT,UTTAR PRADESH,3,158,4.85
2281,GWALIOR JN.,GWL,NSG2,JHANSI,NCR,GWALIOR,MADHYA PRADESH,5,158,4.85
2282,V LAKSHMIBAI,VGLB,NSG2,JHANSI,NCR,JHANSI,UTTAR PRADESH,5,158,4.85
2283,BANDA JN.,BNDA,NSG3,JHANSI,NCR,BANDA,UTTAR PRADESH,6,158,4.85
2284,MORENA,MRA,NSG3,JHANSI,NCR,MORENA,MADHYA PRADESH,6,158,4.85
2285,CHITRAKUTDHAM KARWI,CKTD,NSG4,JHANSI,NCR,CHITRAKOOT,UTTAR PRADESH,7,158,4.85
2286,DABRA,DBA,NSG4,JHANSI,NCR,GWALIOR,MADHYA PRADESH,7,158,4.85
2287,DATIA,DAA,NSG4,JHANSI,NCR,DATIA,MADHYA PRADESH,7,158,4.85
2288,KHAJAURAHO,KURJ,NSG4,JHANSI,NCR,CHHATARPUR,MADHYA PRADESH,7,158,4.85
2289,LALITPUR JN.,LAR,NSG4,JHANSI,NCR,LALITPUR,UTTAR PRADESH,7,158,4.85
2290,MAHOBA JN.,MBA,NSG4,JHANSI,NCR,MAHOBA,UTTAR PRADESH,7,158,4.85
2291,ORAI,ORAI,NSG4,JHANSI,NCR,JALAUN,UTTAR PRADESH,7,158,4.85
2292,ATARRA,ATE,NSG5,JHANSI,NCR,BANDA,UTTAR PRADESH,8,158,4.85
2293,BABINA,BAB,NSG5,JHANSI,NCR,JHANSI,UTTAR PRADESH,8,158,4.85
2294,BELA TAL,BTX,NSG5,JHANSI,NCR,MAHOBA,UTTAR PRADESH,8,158,4.85
2295,BHARWA-SUMERPUR,BSZ,NSG5,JHANSI,NCR,HAMIRPUR,UTTAR PRADESH,8,158,4.85
2296,BHIND,BIX,NSG5,JHANSI,NCR,BHIND,MADHYA PRADESH,8,158,4.85
2297,GHATAMPUR,GTM,NSG5,JHANSI,NCR,KANPUR DEHAT,UTTAR PRADESH,8,158,4.85
2298,HARPALPUR,HPP,NSG5,JHANSI,NCR,CHHATARPUR,MADHYA PRADESH,8,158,4.85
2299,KALPI,KPI,NSG5,JHANSI,NCR,JALAUN,UTTAR PRADESH,8,158,4.85
2300,KULPAHAR,KLAR,NSG5,JHANSI,NCR,MAHOBA,UTTAR PRADESH,8,158,4.85
2301,MAU RANIPUR,MRPR,NSG5,JHANSI,NCR,JHANSI,UTTAR PRADESH,8,158,4.85
2302,NIWARI,NEW,NSG5,JHANSI,NCR,TIKAMGARH,MADHYA PRADESH,8,158,4.85
2303,POKHRAYAN,PHN,NSG5,JHANSI,NCR,KANPUR DEHAT,UTTAR PRADESH,8,158,4.85
2304,RAGAUL,RGU,NSG5,JHANSI,NCR,HAMIRPUR,UTTAR PRADESH,8,158,4.85
2305,TALBAHAT,TBT,NSG5,JHANSI,NCR,LALITPUR,UTTAR PRADESH,8,158,4.85
2306,AGASOD,AGD,NSG6,JHANSI,NCR,SAGAR,MADHYA PRADESH,9,158,4.85
2307,AIT JN.,AIT,NSG6,JHANSI,NCR,JALAUN,UTTAR PRADESH,9,158,4.85
2308,AKONA,AKW,NSG6,JHANSI,NCR,HAMIRPUR,UTTAR PRADESH,9,158,4.85
2309,ANANTPAITH,AEH,NSG6,JHANSI,NCR,GWALIOR,MADHYA PRADESH,9,158,4.85
2310,ANTRI,ARI,NSG6,JHANSI,NCR,GWALIOR,MADHYA PRADESH,9,158,4.85
2311,ATA,ATA,NSG6,JHANSI,NCR,JALAUN,UTTAR PRADESH,9,158,4.85
2312,BADAUSA,BUS,NSG6,JHANSI,NCR,BANDA,UTTAR PRADESH,9,158,4.85
2313,BAHILPURWA,BIP,NSG6,JHANSI,NCR,CHITRAKOOT,UTTAR PRADESH,9,158,4.85
2314,BAMOUR GAON,BMZ,NSG6,JHANSI,NCR,MORENA,MADHYA PRADESH,9,158,4.85
2315,BANMORE,BAO,NSG6,JHANSI,NCR,MORENA,MADHYA PRADESH,9,158,4.85
2316,BARWA SAGAR,BWR,NSG6,JHANSI,NCR,JHANSI,UTTAR PRADESH,9,158,4.85
2317,BASAI,BZY,NSG6,JHANSI,NCR,DATIA,MADHYA PRADESH,9,158,4.85
2318,BHARAT KUP,BTKP,NSG6,JHANSI,NCR,CHITRAKOOT,UTTAR PRADESH,9,158,4.85
2319,BHIMSEN,BZM,NSG6,JHANSI,NCR,KANPUR NAGAR,UTTAR PRADESH,9,158,4.85
2320,BHUA,BHUA,NSG6,JHANSI,NCR,JALAUN,UTTAR PRADESH,9,158,4.85
2321,BIJAULI,BJI,NSG6,JHANSI,NCR,JHANSI,UTTAR PRADESH,9,158,4.85
2322,BIJROTHA,BJA,NSG6,JHANSI,NCR,LALITPUR,UTTAR PRADESH,9,158,4.85
2323,BIRARI,BRRI,NSG6,JHANSI,NCR,LALITPUR,UTTAR PRADESH,9,158,4.85
2324,BIRLANAGAR,BLNR,NSG6,JHANSI,NCR,GWALIOR,MADHYA PRADESH,9,158,4.85
2325,BIRPUR,BIB,NSG6,JHANSI,NCR,SHEOPUR,MADHYA PRADESH,9,158,4.85
2326,BURHPURA,BPW,NSG6,JHANSI,NCR,JHANSI,UTTAR PRADESH,9,158,4.85
2327,CHAUNRAH,CNH,NSG6,JHANSI,NCR,KANPUR DEHAT,UTTAR PRADESH,9,158,4.85
2328,CHIRGAON,CGN,NSG6,JHANSI,NCR,JHANSI,UTTAR PRADESH,9,158,4.85
2329,DAILWARA,DWA,NSG6,JHANSI,NCR,LALITPUR,UTTAR PRADESH,9,158,4.85
2330,DARIYAGANJ,DAYG,NSG6,JHANSI,NCR,CHHATARPUR,MADHYA PRADESH,9,158,4.85
2331,DHAURA,DUA,NSG6,JHANSI,NCR,LALITPUR,UTTAR PRADESH,9,158,4.85
2332,DINGWAI,DWI,NSG6,JHANSI,NCR,BANDA,UTTAR PRADESH,9,158,4.85
