S No,Station Name,Station Code,Station Category,Division,Zone,District,State,Category_Rank,Division_Station_Count,Zone_Share_%
6148,MUL MARORA,MME,NSG6,NAGPUR,SECR,CHANDRAPUR,MAHARASHTRA,9,271,3.78
6149,MUNDIKOTA,MNU,NSG6,NAGPUR,SECR,GONDIA,MAHARASHTRA,9,271,3.78
6150,MURIPAR,MUP,NSG6,NAGPUR,SECR,RAJNANDGAON,CHHATTISGARH,9,271,3.78
6151,MUSRA,MUA,NSG6,NAGPUR,SECR,RAJNANDGAON,CHHATTISGARH,9,271,3.78
6152,NAGARWARA,NWA,NSG6,NAGPUR,SECR,BALAGHAT,MADHYA PRADESH,9,271,3.78
6153,NAGBHIR JN.,NAB,NSG6,NAGPUR,SECR,CHANDRAPUR,MAHARASHTRA,9,271,3.78
6154,NAINPUR JN.,NIR,NSG6,NAGPUR,SECR,MANDLA,MADHYA PRADESH,9,271,3.78
6155,NIDHANI,NDNI,NSG6,NAGPUR,SECR,SEONI,MADHYA PRADESH,9,271,3.78
6156,PADRIGANJ,PNJ,NSG6,NAGPUR,SECR,MANDLA,MADHYA PRADESH,9,271,3.78
6157,PALARI,PUE,NSG6,NAGPUR,SECR,SEONI,MADHYA PRADESH,9,271,3.78
6158,PANIAJOB,PJB,NSG6,NAGPUR,SECR,RAJNANDGAON,CHHATTISGARH,9,271,3.78
6159,PARMALKASA,PMS,NSG6,NAGPUR,SECR,RAJNANDGAON,CHHATTISGARH,9,271,3.78
6160,PATANSAONGI,PTS,NSG6,NAGPUR,SECR,NAGPUR,MAHARASHTRA,9,271,3.78
6161,PINDRAI,PDE,NSG6,NAGPUR,SECR,MANDLA,MADHYA PRADESH,9,271,3.78
6162,PIPARDAHI,PED,NSG6,NAGPUR,SECR,SEONI,MADHYA PRADESH,9,271,3.78
6163,RAJOLI,ROL,NSG6,NAGPUR,SECR,CHANDRAPUR,MAHARASHTRA,9,271,3.78
6164,RAMAKONA,RMO,NSG6,NAGPUR,SECR,CHHINDWARA,MADHYA PRADESH,9,271,3.78
6165,RASMARA,RSM,NSG6,NAGPUR,SECR,DURG,CHHATTISGARH,9,271,3.78
6166,REWRAL,RRL,NSG6,NAGPUR,SECR,NAGPUR,MAHARASHTRA,9,271,3.78
6167,SALEKASA,SKS,NSG6,NAGPUR,SECR,GONDIA,MAHARASHTRA,9,271,3.78
6168,SALWA,SAL,NSG6,NAGPUR,SECR,NAGPUR,MAHARASHTRA,9,271,3.78
6169,SAMNAPUR,SMC,NSG6,NAGPUR,SECR,BALAGHAT,MADHYA PRADESH,9,271,3.78
6170,SAONER,SONR,NSG6,NAGPUR,SECR,NAGPUR,MAHARASHTRA,9,271,3.78
6171,SAUSAR,SASR,NSG6,NAGPUR,SECR,CHHINDWARA,MADHYA PRADESH,9,271,3.78
6172,SEONI,SEY,NSG6,NAGPUR,SECR,SEONI,MADHYA PRADESH,9,271,3.78
6173,SHIKARA,SKY,NSG6,NAGPUR,SECR,SEONI,MADHYA PRADESH,9,271,3.78
6174,SINDEWAHI,SYE,NSG6,NAGPUR,SECR,CHANDRAPUR,MAHARASHTRA,9,271,3.78
6175,SONDAD,SNV,NSG6,NAGPUR,SECR,GONDIA,MAHARASHTRA,9,271,3.78
6176,SUKRI MANGELA,SOY,NSG6,NAGPUR,SECR,JABALPUR,MADHYA PRADESH,9,271,3.78
6177,TALODHI ROAD,TUD,NSG6,NAGPUR,SECR,CHANDRAPUR,MAHARASHTRA,9,271,3.78
6178,THARSA,TAR,NSG6,NAGPUR,SECR,NAGPUR,MAHARASHTRA,9,271,3.78
6179,TIRODI,TRDI,NSG6,NAGPUR,SECR,BALAGHAT,MADHYA PRADESH,9,271,3.78
6180,UMRA NALA,ULA,NSG6,NAGPUR,SECR,CHHINDWARA,MADHYA PRADESH,9,271,3.78
6181,UMRED,URR,NSG6,NAGPUR,SECR,NAGPUR,MAHARASHTRA,9,271,3.78
6182,WADEGAON,WDG,NSG6,NAGPUR,SECR,GONDIA,MAHARASHTRA,9,271,3.78
6183,BAIKUNTH P.H.,BKTH,HG2,RAIPUR,SECR,RAIPUR,CHHATTISGARH,2,50,3.78
6184,CHAKARBHATA P.H.,CHBT,HG2,RAIPUR,SECR,BILASPUR,CHHATTISGARH,2,50,3.78
6185,CHATAUD P.H.,CATD,HG2,RAIPUR,SECR,DHAMTARI,CHHATTISGARH,2,50,3.78
6186,DEVBALODA CHARODA P.,DBEC,HG2,RAIPUR,SECR,DURG,CHHATTISGARH,2,50,3.78
6187,GUDUM P.H.,GUDM,HG2,RAIPUR,SECR,BALOD,CHHATTISGARH,2,50,3.78
6188,KURUD P.H.,KRX,HG2,RAIPUR,SECR,DHAMTARI,CHHATTISGARH,2,50,3.78
6189,SARASWATI NAGAR P.H.,SRWN,HG2,RAIPUR,SECR,RAIPUR,CHHATTISGARH,2,50,3.78
6190,SIRRI P.H.,SIY,HG2,RAIPUR,SECR,DHAMTARI,CHHATTISGARH,2,50,3.78
6191,WRS COLONY P.H.,WRC,HG2,RAIPUR,SECR,RAIPUR,CHHATTISGARH,2,50,3.78
6192,BHAINSBODH P.H.,BSBH,HG3,RAIPUR,SECR,BALOD,CHHATTISGARH,3,50,3.78
6193,KENDRI P.H.,KDRI,HG3,RAIPUR,SECR,RAIPUR,CHHATTISGARH,3,50,3.78
6194,MANIK CHOWREE P.H.,MCF,HG3,RAIPUR,SECR,RAIPUR,CHHATTISGARH,3,50,3.78
6195,PAUWARA P.H.,PUWA,HG3,RAIPUR,SECR,DURG,CHHATTISGARH,3,50,3.78
6196,SALHAITOLA P.H.,SHIT,HG3,RAIPUR,SECR,BALOD,CHHATTISGARH,3,50,3.78
6197,SANKRA P.H.,SNKX,HG3,RAIPUR,SECR,DHAMTARI,CHHATTISGARH,3,50,3.78
6198,SARSONPURI P.H.,SPY,HG3,RAIPUR,SECR,DHAMTARI,CHHATTISGARH,3,50,3.78
6199,SIKOSA P.H.,SKSO,HG3,RAIPUR,SECR,BALOD,CHHATTISGARH,3,50,3.78
6200,DURG,DURG,NSG2,RAIPUR,SECR,DURG,CHHATTISGARH,5,50,3.78
6201,RAIPUR JN.,R,NSG2,RAIPUR,SECR,RAIPUR,CHHATTISGARH,5,50,3.78
6202,BHATAPARA,BYT,NSG3,RAIPUR,SECR,BALODA BAZAR,CHHATTISGARH,6,50,3.78
6203,BHILAI POWER HOUSE,BPHB,NSG4,RAIPUR,SECR,DURG,CHHATTISGARH,7,50,3.78
6204,BELHA,BYL,NSG5,RAIPUR,SECR,BILASPUR,CHHATTISGARH,8,50,3.78
6205,TILDA-NEORA,TLD,NSG5,RAIPUR,SECR,RAIPUR,CHHATTISGARH,8,50,3.78
6206,ABHANPUR JN.,AVP,NSG6,RAIPUR,SECR,RAIPUR,CHHATTISGARH,9,50,3.78
6207,ANTAGARH,AAGH,NSG6,RAIPUR,SECR,KANKER,CHHATTISGARH,9,50,3.78
6208,BALOD,BXA,NSG6,RAIPUR,SECR,BALOD,CHHATTISGARH,9,50,3.78
6209,BHANUPRATAPPUR,BPTP,NSG6,RAIPUR,SECR,KANKER,CHHATTISGARH,9,50,3.78
6210,BHILAI,BIA,NSG6,RAIPUR,SECR,DURG,CHHATTISGARH,9,50,3.78
6211,BHILAINAGAR,BQR,NSG6,RAIPUR,SECR,DURG,CHHATTISGARH,9,50,3.78
6212,DADHAPARA,DPH,NSG6,RAIPUR,SECR,BILASPUR,CHHATTISGARH,9,50,3.78
6213,DAGORI,DGS,NSG6,RAIPUR,SECR,BILASPUR,CHHATTISGARH,9,50,3.78
6214,DALLI-RAJHARA,DRZ,NSG6,RAIPUR,SECR,BALOD,CHHATTISGARH,9,50,3.78
6215,DHAMTARI,DTR,NSG6,RAIPUR,SECR,DHAMTARI,CHHATTISGARH,9,50,3.78
6216,GUNDARDEHI,GDZ,NSG6,RAIPUR,SECR,BALOD,CHHATTISGARH,9,50,3.78
6217,HATHBANDH,HN,NSG6,RAIPUR,SECR,BALODA BAZAR,CHHATTISGARH,9,50,3.78
6218,KEOTI,KETI,NSG6,RAIPUR,SECR,KANKER,CHHATTISGARH,9,50,3.78
6219,KUMHARI,KMI,NSG6,RAIPUR,SECR,DURG,CHHATTISGARH,9,50,3.78
6220,KUSUMKASA,KYS,NSG6,RAIPUR,SECR,BALOD,CHHATTISGARH,9,50,3.78
6221,LAKHOLI,LAE,NSG6,RAIPUR,SECR,RAIPUR,CHHATTISGARH,9,50,3.78
6222,LATABOR,LBO,NSG6,RAIPUR,SECR,BALOD,CHHATTISGARH,9,50,3.78
6223,MANDHAR,MDH,NSG6,RAIPUR,SECR,RAIPUR,CHHATTISGARH,9,50,3.78
6224,MANDIR HASAUD,MNDH,NSG6,RAIPUR,SECR,RAIPUR,CHHATTISGARH,9,50,3.78
6225,MARAUDA,MXA,NSG6,RAIPUR,SECR,DURG,CHHATTISGARH,9,50,3.78
6226,NAVA RAIPUR,NRMH,NSG6,RAIPUR,SECR,RAIPUR,CHHATTISGARH,9,50,3.78
6227,NIPANIA,NPI,NSG6,RAIPUR,SECR,BALODA BAZAR,CHHATTISGARH,9,50,3.78
6228,RAJIM,RIM,NSG6,RAIPUR,SECR,GARIYABAND,CHHATTISGARH,9,50,3.78
6229,RISAMA,RSA,NSG6,RAIPUR,SECR,DURG,CHHATTISGARH,9,50,3.78
6230,SARONA,SZB,NSG6,RAIPUR,SECR,RAIPUR,CHHATTISGARH,9,50,3.78
6231,SILYARI,SLH,NSG6,RAIPUR,SECR,RAIPUR,CHHATTISGARH,9,50,3.78
6232,URKURA,URK,NSG6,RAIPUR,SECR,RAIPUR,CHHATTISGARH,9,50,3.78
6233,BELIATOR PH,BZC,HG2,ADRA,SER,BANKURA,WEST BENGAL,2,97,4.39
6234,BETUR PH,BTRB,HG2,ADRA,SER,BANKURA,WEST BENGAL,2,97,4.39
6235,BHEDUASOL,BXL,HG2,ADRA,SER,BANKURA,WEST BENGAL,2,97,4.39
6236,BOGRI ROAD,BGO,HG2,ADRA,SER,BANKURA,WEST BENGAL,2,97,4.39
6237,CHAS ROAD PH,CAS,HG2,ADRA,SER,PURULIA,WEST BENGAL,2,97,4.39
6238,DHAGARIA PH,DGF,HG2,ADRA,SER,BANKURA,WEST BENGAL,2,97,4.39
6239,DHANSIMLA PH,DIM,HG2,ADRA,SER,BANKURA,WEST BENGAL,2,97,4.39
6240,HAMIRATI PH,HAM,HG2,ADRA,SER,BANKURA,WEST BENGAL,2,97,4.39
6241,INDAS PH,INS,HG2,ADRA,SER,BANKURA,WEST BENGAL,2,97,4.39
6242,JAMADOBA P.H.,JBO,HG2,ADRA,SER,DHANBAD,JHARKHAND,2,97,4.39
6243,KARKEND PH,KRKN,HG2,ADRA,SER,DHANBAD,JHARKHAND,2,97,4.39
6244,KHARKHARI,KHRI,HG2,ADRA,SER,DHANBAD,JHARKHAND,2,97,4.39
6245,KUMRUL PH,KMRL,HG2,ADRA,SER,BANKURA,WEST BENGAL,2,97,4.39
6246,MATHNASHIPUR PH,MTIP,HG2,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL,2,97,4.39
6247,METYAL SAHAR PH,MYX,HG2,ADRA,SER,PURULIA,WEST BENGAL,2,97,4.39
6248,PATRASAYER PH,PSF,HG2,ADRA,SER,BANKURA,WEST BENGAL,2,97,4.39
6249,RAINAGAR PH,RNGR,HG2,ADRA,SER,PURBA BARDHAMAN,WEST BENGAL,2,97,4.39
6250,SAHASPUR ROAD PH,SHJ,HG2,ADRA,SER,BANKURA,WEST BENGAL,2,97,4.39
6251,SEHARA BAZAR PH,SRBZ,HG2,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL,2,97,4.39
6252,SHYAMSUNDAR PH,SHMR,HG2,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL,2,97,4.39
6253,TATASIJUA PH,TSAH,HG2,ADRA,SER,DHANBAD,JHARKHAND,2,97,4.39
6254,ANCHURI P.H.,ANCR,HG3,ADRA,SER,BANKURA,WEST BENGAL,3,97,4.39
6255,BELBONI PH,BEX,HG3,ADRA,SER,BANKURA,WEST BENGAL,3,97,4.39
6256,BERUGRAM,BUGM,HG3,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL,3,97,4.39
6257,BHADUTALA,BUTA,HG3,ADRA,SER,MEDINIPUR WEST,WEST BENGAL,3,97,4.39
6258,BIKNA PH,BKNO,HG3,ADRA,SER,BANKURA,WEST BENGAL,3,97,4.39
6259,BOKRA PH,BOKA,HG3,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL,3,97,4.39
6260,BRINDABANPUR PH,BDPR,HG3,ADRA,SER,BANKURA,WEST BENGAL,3,97,4.39
6261,CHANDAR,CNRF,HG3,ADRA,SER,BANKURA,WEST BENGAL,3,97,4.39
6262,DAMRUGHUTU,DRGU,HG3,ADRA,SER,PURULIA,WEST BENGAL,3,97,4.39
6263,GOPINATHPUR,GOR,HG3,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL,3,97,4.39
6264,GRAMDADPUR PH,GMDP,HG3,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL,3,97,4.39
6265,GUIRSARANGA PH,GSQ,HG3,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL,3,97,4.39
6266,HABASPUR PH,HPUR,HG3,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL,3,97,4.39
6267,KAIYAR PH,KYB,HG3,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL,3,97,4.39
6268,KALISEN PH,KISN,HG3,ADRA,SER,BANKURA,WEST BENGAL,3,97,4.39
6269,KHARIO P.H.,KARO,HG3,ADRA,SER,DHANBAD,JHARKHAND,3,97,4.39
6270,MUSTAPHA CHAK,MFCK,HG3,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL,3,97,4.39
6271,NOBANDA PH,NOB,HG3,ADRA,SER,BANKURA,WEST BENGAL,3,97,4.39
6272,SHANKRUL PH,SHKL,HG3,ADRA,SER,BANKURA,WEST BENGAL,3,97,4.39
6273,SRIRAMPUR PH,SIMR,HG3,ADRA,SER,BANKURA,WEST BENGAL,3,97,4.39
6274,BOKARO STEEL CITY,BKSC,NSG3,ADRA,SER,BOKARO,JHARKHAND,6,97,4.39
6275,ADRA,ADRA,NSG4,ADRA,SER,PURULIA,WEST BENGAL,7,97,4.39
6276,BANKURA,BQA,NSG4,ADRA,SER,BANKURA,WEST BENGAL,7,97,4.39
6277,BISHNUPUR,VSU,NSG4,ADRA,SER,BANKURA,WEST BENGAL,7,97,4.39
6278,PURULIA JN.,PRR,NSG4,ADRA,SER,PURULIA,WEST BENGAL,7,97,4.39
6279,ANARA,ANR,NSG5,ADRA,SER,PURULIA,WEST BENGAL,8,97,4.39
6280,BARABHUM,BBM,NSG5,ADRA,SER,PURULIA,WEST BENGAL,8,97,4.39
6281,BHAGA JN.,VAA,NSG5,ADRA,SER,DHANBAD,JHARKHAND,8,97,4.39
6282,BURNPUR,BURN,NSG5,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL,8,97,4.39
6283,CHANDIL JN.,CNI,NSG5,ADRA,SER,SARAIKELA KHARSAWAN,JHARKHAND,8,97,4.39
6284,CHANDRAKONA ROAD,CDGR,NSG5,ADRA,SER,MEDINIPUR WEST,WEST BENGAL,8,97,4.39
6285,GARBETA,GBA,NSG5,ADRA,SER,MEDINIPUR WEST,WEST BENGAL,8,97,4.39
6286,JOYCHANDI PAHAR,JOC,NSG5,ADRA,SER,PURULIA,WEST BENGAL,8,97,4.39
6287,MADHUKUNDA,MDKD,NSG5,ADRA,SER,PURULIA,WEST BENGAL,8,97,4.39
6288,MOHUDA,MHQ,NSG5,ADRA,SER,DHANBAD,JHARKHAND,8,97,4.39
6289,MURADI,MDF,NSG5,ADRA,SER,PURULIA,WEST BENGAL,8,97,4.39
6290,SALBONI,SLB,NSG5,ADRA,SER,MEDINIPUR WEST,WEST BENGAL,8,97,4.39
6291,BAGALIA,BGA,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6292,BERO,BERO,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6293,BHOJUDIH JN.,BJE,NSG6,ADRA,SER,BOKARO,JHARKHAND,9,97,4.39
6294,BHOWRAH PH,BCB,NSG6,ADRA,SER,DHANBAD,JHARKHAND,9,97,4.39
6295,BIRAMDIH,BRMD,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6296,BOWAICHANDI PH,BWCN,NSG6,ADRA,SER,PURBA BARDHAMAN,WEST BENGAL,9,97,4.39
6297,CHHARRA,CHRA,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6298,CHHATNA,CJN,NSG6,ADRA,SER,BANKURA,WEST BENGAL,9,97,4.39
6299,DAMODAR JN.,DMA,NSG6,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL,9,97,4.39
6300,GARH-DHRUBBESWAR,GRB,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6301,GARHJAIPUR,GUG,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6302,GODAPEASAL,GSL,NSG6,ADRA,SER,MEDINIPUR WEST,WEST BENGAL,9,97,4.39
6303,GOURINATHDHAM,GTD,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6304,INDRABIL,IBL,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6305,JHANTIPAHARI,JPH,NSG6,ADRA,SER,BANKURA,WEST BENGAL,9,97,4.39
6306,KANTADIH,KTD,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6307,KHANUDIH,KNF,NSG6,ADRA,SER,DHANBAD,JHARKHAND,9,97,4.39
6308,KOTSHILA,KSX,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6309,KUSTAUR,KSU,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6310,LAYABAD,LYD,NSG6,ADRA,SER,DHANBAD,JHARKHAND,9,97,4.39
6311,MALKERA,MLQ,NSG6,ADRA,SER,DHANBAD,JHARKHAND,9,97,4.39
6312,NIMDIH,NIM,NSG6,ADRA,SER,SARAIKELA KHARSAWAN,JHARKHAND,9,97,4.39
6313,ONDAGRAM,ODM,NSG6,ADRA,SER,BANKURA,WEST BENGAL,9,97,4.39
6314,PIARDOBA,PBA,NSG6,ADRA,SER,BANKURA,WEST BENGAL,9,97,4.39
6315,PUNDAG,PNW,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6316,RADHAGAON,RDF,NSG6,ADRA,SER,BOKARO,JHARKHAND,9,97,4.39
6317,RAMKANALI JN.,RKI,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6318,RAMSAGAR,RSG,NSG6,ADRA,SER,BANKURA,WEST BENGAL,9,97,4.39
6319,RUKNI,RUI,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6320,SANKA,SNKR,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6321,SANTALDIH,SNTD,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6322,SHEWBABUDIH,SBW,NSG6,ADRA,SER,DHANBAD,JHARKHAND,9,97,4.39
6323,SIRJAM,SRJM,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6324,SONAMUKHI,SONA,NSG6,ADRA,SER,BANKURA,WEST BENGAL,9,97,4.39
6325,SUDAMDIH,SDMD,NSG6,ADRA,SER,DHANBAD,JHARKHAND,9,97,4.39
6326,TALGORIA,TLE,NSG6,ADRA,SER,DHANBAD,JHARKHAND,9,97,4.39
6327,TAMNA,TAO,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6328,TUPKADIH,TKX,NSG6,ADRA,SER,BOKARO,JHARKHAND,9,97,4.39
6329,URMA,URMA,NSG6,ADRA,SER,PURULIA,WEST BENGAL,9,97,4.39
6330,GOVINDPUR PH,GVDP,HG2,CHAKRADHARPUR,SER,EAST SINGHBUM,JHARKHAND,2,83,4.39
6331,HALUDPUKUR,HLD,HG2,CHAKRADHARPUR,SER,EAST SINGHBUM,JHARKHAND,2,83,4.39
6332,BIRBANS,BRBS,HG3,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND,3,83,4.39
6333,CHHANUA,CHNU,HG3,CHAKRADHARPUR,SER,MAYURBHANJ,ODISHA,3,83,4.39
6334,DEROWAN P.H.,DRWN,HG3,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND,3,83,4.39
6335,GHAGHRA,GHAA,HG3,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND,3,83,4.39
6336,MANIKUI,MIK,HG3,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND,3,83,4.39
6337,PANPALI PH,PNPL,HG3,CHAKRADHARPUR,SER,JHARSUGUDA,ODISHA,3,83,4.39
6338,SIDHIRSAI,SDHS,HG3,CHAKRADHARPUR,SER,EAST SINGHBUM,JHARKHAND,3,83,4.39
6339,TUNIA,TUX,HG3,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND,3,83,4.39
6340,TATANAGAR JN.,TATA,NSG2,CHAKRADHARPUR,SER,EAST SINGHBUM,JHARKHAND,5,83,4.39
6341,JHARSUGUDA JN.,JSG,NSG3,CHAKRADHARPUR,SER,JHARSUGUDA,ODISHA,6,83,4.39
6342,ROURKELA,ROU,NSG3,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,6,83,4.39
6343,CHAKARADHARPUR,CKP,NSG4,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND,7,83,4.39
6344,ADITYAPUR,ADTP,NSG5,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND,8,83,4.39
6345,BAMRA,BMB,NSG5,CHAKRADHARPUR,SER,SAMBALPUR,ODISHA,8,83,4.39
6346,BARBIL,BBN,NSG5,CHAKRADHARPUR,SER,KENDUJHAR,ODISHA,8,83,4.39
6347,BONDAMUNDA JN,BNDM,NSG5,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,8,83,4.39
6348,CHAIBASA,CBSA,NSG5,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND,8,83,4.39
6349,MANOHARPUR,MOU,NSG5,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND,8,83,4.39
6350,NAWAGAON,NXN,NSG5,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,8,83,4.39
6351,RAJGANGPUR,GP,NSG5,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,8,83,4.39
6352,RAJKHARSAWAN JN.,RKSN,NSG5,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND,8,83,4.39
6353,SINI JN.,SINI,NSG5,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND,8,83,4.39
6354,ASANBONI,ASB,NSG6,CHAKRADHARPUR,SER,EAST SINGHBUM,JHARKHAND,9,83,4.39
6355,AUNLAJORI JN.,OND,NSG6,CHAKRADHARPUR,SER,MAYURBHANJ,ODISHA,9,83,4.39
6356,BADAMPAHAR,BMPR,NSG6,CHAKRADHARPUR,SER,MAYURBHANJ,ODISHA,9,83,4.39
6357,BAGDIHI,BEH,NSG6,CHAKRADHARPUR,SER,JHARSUGUDA,ODISHA,9,83,4.39
6358,BAHALDA ROAD,BDO,NSG6,CHAKRADHARPUR,SER,MAYURBHANJ,ODISHA,9,83,4.39
6359,BANGURKELA,BGKA,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,9,83,4.39
6360,BANSPANI,BSPX,NSG6,CHAKRADHARPUR,SER,KENDUJHAR,ODISHA,9,83,4.39
6361,BARA JAMADA,BJMD,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND,9,83,4.39
6362,BARABAMBO,BRM,NSG6,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND,9,83,4.39
6363,BARSUAN,BXF,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,9,83,4.39
6364,BHALULATA,BUL,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,9,83,4.39
6365,BIMALGARH JN.,BUF,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,9,83,4.39
6366,BIRARAJPUR,BIRP,NSG6,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND,9,83,4.39
6367,BIRMITRAPUR,BRMP,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,9,83,4.39
6368,BISRA,BZR,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,9,83,4.39
6369,BOLANIKHADAN,BYX,NSG6,CHAKRADHARPUR,SER,KENDUJHAR,ODISHA,9,83,4.39
6370,CHAMPAJHARAN,CJQ,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,9,83,4.39
6371,CHANDIPOSHI,CPE,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,9,83,4.39
6372,DANGOAPOSI,DPS,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND,9,83,4.39
6373,DEOJHAR,DJHR,NSG6,CHAKRADHARPUR,SER,KENDUJHAR,ODISHA,9,83,4.39
6374,DHARUADIHI,DIH,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,9,83,4.39
6375,DHUTRA,DTV,NSG6,CHAKRADHARPUR,SER,JHARSUGUDA,ODISHA,9,83,4.39
6376,DUMETRA,DMF,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,9,83,4.39
6377,GAMHARIA,GMH,NSG6,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND,9,83,4.39
6378,GARPOS,GPH,NSG6,CHAKRADHARPUR,SER,SAMBALPUR,ODISHA,9,83,4.39
6379,GOILKERA,GOL,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND,9,83,4.39
6380,GORUMAHISANI,GUMI,NSG6,CHAKRADHARPUR,SER,MAYURBHANJ,ODISHA,9,83,4.39
6381,GUA,GUA,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND,9,83,4.39
6382,JARAIKELA,JRA,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,9,83,4.39
6383,JAROLI,JRLI,NSG6,CHAKRADHARPUR,SER,KENDUJHAR,ODISHA,9,83,4.39
6384,JHINKPANI,JNK,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND,9,83,4.39
6385,KALUNGA,KLG,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,9,83,4.39
6386,KANDRA,KND,NSG6,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND,9,83,4.39
6387,KANSBAHAL,KXN,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,9,83,4.39
6388,KARAMPADA,KMPD,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND,9,83,4.39
6389,KENDPOSI,KNPS,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND,9,83,4.39
6390,KIRUBURU,KRBU,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND,9,83,4.39
6391,KUARMUNDA,KRMD,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA,9,83,4.39
6392,KULDIHA,KIJ,NSG6,CHAKRADHARPUR,SER,MAYURBHANJ,ODISHA,9,83,4.39
