S No,Station Name,Station Code,Station Category,Division,Zone,District,State
6167,SALEKASA,SKS,NSG6,NAGPUR,SECR,GONDIA,MAHARASHTRA
6168,SALWA,SAL,NSG6,NAGPUR,SECR,NAGPUR,MAHARASHTRA
6169,SAMNAPUR,SMC,NSG6,NAGPUR,SECR,BALAGHAT,MADHYA PRADESH
6170,SAONER,SONR,NSG6,NAGPUR,SECR,NAGPUR,MAHARASHTRA
6171,SAUSAR,SASR,NSG6,NAGPUR,SECR,CHHINDWARA,MADHYA PRADESH
6172,SEONI,SEY,NSG6,NAGPUR,SECR,SEONI,MADHYA PRADESH
6173,SHIKARA,SKY,NSG6,NAGPUR,SECR,SEONI,MADHYA PRADESH
6174,SINDEWAHI,SYE,NSG6,NAGPUR,SECR,CHANDRAPUR,MAHARASHTRA
6175,SONDAD,SNV,NSG6,NAGPUR,SECR,GONDIA,MAHARASHTRA
6176,SUKRI MANGELA,SOY,NSG6,NAGPUR,SECR,JABALPUR,MADHYA PRADESH
6177,TALODHI ROAD,TUD,NSG6,NAGPUR,SECR,CHANDRAPUR,MAHARASHTRA
6178,THARSA,TAR,NSG6,NAGPUR,SECR,NAGPUR,MAHARASHTRA
6179,TIRODI,TRDI,NSG6,NAGPUR,SECR,BALAGHAT,MADHYA PRADESH
6180,UMRA NALA,ULA,NSG6,NAGPUR,SECR,CHHINDWARA,MADHYA PRADESH
6181,UMRED,URR,NSG6,NAGPUR,SECR,NAGPUR,MAHARASHTRA
6182,WADEGAON,WDG,NSG6,NAGPUR,SECR,GONDIA,MAHARASHTRA
6183,BAIKUNTH P.H.,BKTH,HG2,RAIPUR,SECR,RAIPUR,CHHATTISGARH
6184,CHAKARBHATA P.H.,CHBT,HG2,RAIPUR,SECR,BILASPUR,CHHATTISGARH
6185,CHATAUD P.H.,CATD,HG2,RAIPUR,SECR,DHAMTARI,CHHATTISGARH
6186,DEVBALODA CHARODA P.,DBEC,HG2,RAIPUR,SECR,DURG,CHHATTISGARH
6187,GUDUM P.H.,GUDM,HG2,RAIPUR,SECR,BALOD,CHHATTISGARH
6188,KURUD P.H.,KRX,HG2,RAIPUR,SECR,DHAMTARI,CHHATTISGARH
6189,SARASWATI NAGAR P.H.,SRWN,HG2,RAIPUR,SECR,RAIPUR,CHHATTISGARH
6190,SIRRI P.H.,SIY,HG2,RAIPUR,SECR,DHAMTARI,CHHATTISGARH
6191,WRS COLONY P.H.,WRC,HG2,RAIPUR,SECR,RAIPUR,CHHATTISGARH
6192,BHAINSBODH P.H.,BSBH,HG3,RAIPUR,SECR,BALOD,CHHATTISGARH
6193,KENDRI P.H.,KDRI,HG3,RAIPUR,SECR,RAIPUR,CHHATTISGARH
6194,MANIK CHOWREE P.H.,MCF,HG3,RAIPUR,SECR,RAIPUR,CHHATTISGARH
6195,PAUWARA P.H.,PUWA,HG3,RAIPUR,SECR,DURG,CHHATTISGARH
6196,SALHAITOLA P.H.,SHIT,HG3,RAIPUR,SECR,BALOD,CHHATTISGARH
6197,SANKRA P.H.,SNKX,HG3,RAIPUR,SECR,DHAMTARI,CHHATTISGARH
6198,SARSONPURI P.H.,SPY,HG3,RAIPUR,SECR,DHAMTARI,CHHATTISGARH
6199,SIKOSA P.H.,SKSO,HG3,RAIPUR,SECR,BALOD,CHHATTISGARH
6200,DURG,DURG,NSG2,RAIPUR,SECR,DURG,CHHATTISGARH
6201,RAIPUR JN.,R,NSG2,RAIPUR,SECR,RAIPUR,CHHATTISGARH
6202,BHATAPARA,BYT,NSG3,RAIPUR,SECR,BALODA BAZAR,CHHATTISGARH
6203,BHILAI POWER HOUSE,BPHB,NSG4,RAIPUR,SECR,DURG,CHHATTISGARH
6204,BELHA,BYL,NSG5,RAIPUR,SECR,BILASPUR,CHHATTISGARH
6205,TILDA-NEORA,TLD,NSG5,RAIPUR,SECR,RAIPUR,CHHATTISGARH
6206,ABHANPUR JN.,AVP,NSG6,RAIPUR,SECR,RAIPUR,CHHATTISGARH
6207,ANTAGARH,AAGH,NSG6,RAIPUR,SECR,KANKER,CHHATTISGARH
6208,BALOD,BXA,NSG6,RAIPUR,SECR,BALOD,CHHATTISGARH
6209,BHANUPRATAPPUR,BPTP,NSG6,RAIPUR,SECR,KANKER,CHHATTISGARH
6210,BHILAI,BIA,NSG6,RAIPUR,SECR,DURG,CHHATTISGARH
6211,BHILAINAGAR,BQR,NSG6,RAIPUR,SECR,DURG,CHHATTISGARH
6212,DADHAPARA,DPH,NSG6,RAIPUR,SECR,BILASPUR,CHHATTISGARH
6213,DAGORI,DGS,NSG6,RAIPUR,SECR,BILASPUR,CHHATTISGARH
6214,DALLI-RAJHARA,DRZ,NSG6,RAIPUR,SECR,BALOD,CHHATTISGARH
6215,DHAMTARI,DTR,NSG6,RAIPUR,SECR,DHAMTARI,CHHATTISGARH
6216,GUNDARDEHI,GDZ,NSG6,RAIPUR,SECR,BALOD,CHHATTISGARH
6217,HATHBANDH,HN,NSG6,RAIPUR,SECR,BALODA BAZAR,CHHATTISGARH
6218,KEOTI,KETI,NSG6,RAIPUR,SECR,KANKER,CHHATTISGARH
6219,KUMHARI,KMI,NSG6,RAIPUR,SECR,DURG,CHHATTISGARH
6220,KUSUMKASA,KYS,NSG6,RAIPUR,SECR,BALOD,CHHATTISGARH
6221,LAKHOLI,LAE,NSG6,RAIPUR,SECR,RAIPUR,CHHATTISGARH
6222,LATABOR,LBO,NSG6,RAIPUR,SECR,BALOD,CHHATTISGARH
6223,MANDHAR,MDH,NSG6,RAIPUR,SECR,RAIPUR,CHHATTISGARH
6224,MANDIR HASAUD,MNDH,NSG6,RAIPUR,SECR,RAIPUR,CHHATTISGARH
6225,MARAUDA,MXA,NSG6,RAIPUR,SECR,DURG,CHHATTISGARH
6226,NAVA RAIPUR,NRMH,NSG6,RAIPUR,SECR,RAIPUR,CHHATTISGARH
6227,NIPANIA,NPI,NSG6,RAIPUR,SECR,BALODA BAZAR,CHHATTISGARH
6228,RAJIM,RIM,NSG6,RAIPUR,SECR,GARIYABAND,CHHATTISGARH
6229,RISAMA,RSA,NSG6,RAIPUR,SECR,DURG,CHHATTISGARH
6230,SARONA,SZB,NSG6,RAIPUR,SECR,RAIPUR,CHHATTISGARH
6231,SILYARI,SLH,NSG6,RAIPUR,SECR,RAIPUR,CHHATTISGARH
6232,URKURA,URK,NSG6,RAIPUR,SECR,RAIPUR,CHHATTISGARH
6233,BELIATOR PH,BZC,HG2,ADRA,SER,BANKURA,WEST BENGAL
6234,BETUR PH,BTRB,HG2,ADRA,SER,BANKURA,WEST BENGAL
6235,BHEDUASOL,BXL,HG2,ADRA,SER,BANKURA,WEST BENGAL
6236,BOGRI ROAD,BGO,HG2,ADRA,SER,BANKURA,WEST BENGAL
6237,CHAS ROAD PH,CAS,HG2,ADRA,SER,PURULIA,WEST BENGAL
6238,DHAGARIA PH,DGF,HG2,ADRA,SER,BANKURA,WEST BENGAL
6239,DHANSIMLA PH,DIM,HG2,ADRA,SER,BANKURA,WEST BENGAL
6240,HAMIRATI PH,HAM,HG2,ADRA,SER,BANKURA,WEST BENGAL
6241,INDAS PH,INS,HG2,ADRA,SER,BANKURA,WEST BENGAL
6242,JAMADOBA P.H.,JBO,HG2,ADRA,SER,DHANBAD,JHARKHAND
6243,KARKEND PH,KRKN,HG2,ADRA,SER,DHANBAD,JHARKHAND
6244,KHARKHARI,KHRI,HG2,ADRA,SER,DHANBAD,JHARKHAND
6245,KUMRUL PH,KMRL,HG2,ADRA,SER,BANKURA,WEST BENGAL
6246,MATHNASHIPUR PH,MTIP,HG2,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL
6247,METYAL SAHAR PH,MYX,HG2,ADRA,SER,PURULIA,WEST BENGAL
6248,PATRASAYER PH,PSF,HG2,ADRA,SER,BANKURA,WEST BENGAL
6249,RAINAGAR PH,RNGR,HG2,ADRA,SER,PURBA BARDHAMAN,WEST BENGAL
6250,SAHASPUR ROAD PH,SHJ,HG2,ADRA,SER,BANKURA,WEST BENGAL
6251,SEHARA BAZAR PH,SRBZ,HG2,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL
6252,SHYAMSUNDAR PH,SHMR,HG2,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL
6253,TATASIJUA PH,TSAH,HG2,ADRA,SER,DHANBAD,JHARKHAND
6254,ANCHURI P.H.,ANCR,HG3,ADRA,SER,BANKURA,WEST BENGAL
6255,BELBONI PH,BEX,HG3,ADRA,SER,BANKURA,WEST BENGAL
6256,BERUGRAM,BUGM,HG3,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL
6257,BHADUTALA,BUTA,HG3,ADRA,SER,MEDINIPUR WEST,WEST BENGAL
6258,BIKNA PH,BKNO,HG3,ADRA,SER,BANKURA,WEST BENGAL
6259,BOKRA PH,BOKA,HG3,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL
6260,BRINDABANPUR PH,BDPR,HG3,ADRA,SER,BANKURA,WEST BENGAL
6261,CHANDAR,CNRF,HG3,ADRA,SER,BANKURA,WEST BENGAL
6262,DAMRUGHUTU,DRGU,HG3,ADRA,SER,PURULIA,WEST BENGAL
6263,GOPINATHPUR,GOR,HG3,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL
6264,GRAMDADPUR PH,GMDP,HG3,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL
6265,GUIRSARANGA PH,GSQ,HG3,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL
6266,HABASPUR PH,HPUR,HG3,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL
6267,KAIYAR PH,KYB,HG3,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL
6268,KALISEN PH,KISN,HG3,ADRA,SER,BANKURA,WEST BENGAL
6269,KHARIO P.H.,KARO,HG3,ADRA,SER,DHANBAD,JHARKHAND
6270,MUSTAPHA CHAK,MFCK,HG3,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL
6271,NOBANDA PH,NOB,HG3,ADRA,SER,BANKURA,WEST BENGAL
6272,SHANKRUL PH,SHKL,HG3,ADRA,SER,BANKURA,WEST BENGAL
6273,SRIRAMPUR PH,SIMR,HG3,ADRA,SER,BANKURA,WEST BENGAL
6274,BOKARO STEEL CITY,BKSC,NSG3,ADRA,SER,BOKARO,JHARKHAND
6275,ADRA,ADRA,NSG4,ADRA,SER,PURULIA,WEST BENGAL
6276,BANKURA,BQA,NSG4,ADRA,SER,BANKURA,WEST BENGAL
6277,BISHNUPUR,VSU,NSG4,ADRA,SER,BANKURA,WEST BENGAL
6278,PURULIA JN.,PRR,NSG4,ADRA,SER,PURULIA,WEST BENGAL
6279,ANARA,ANR,NSG5,ADRA,SER,PURULIA,WEST BENGAL
6280,BARABHUM,BBM,NSG5,ADRA,SER,PURULIA,WEST BENGAL
6281,BHAGA JN.,VAA,NSG5,ADRA,SER,DHANBAD,JHARKHAND
6282,BURNPUR,BURN,NSG5,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL
6283,CHANDIL JN.,CNI,NSG5,ADRA,SER,SARAIKELA KHARSAWAN,JHARKHAND
6284,CHANDRAKONA ROAD,CDGR,NSG5,ADRA,SER,MEDINIPUR WEST,WEST BENGAL
6285,GARBETA,GBA,NSG5,ADRA,SER,MEDINIPUR WEST,WEST BENGAL
6286,JOYCHANDI PAHAR,JOC,NSG5,ADRA,SER,PURULIA,WEST BENGAL
6287,MADHUKUNDA,MDKD,NSG5,ADRA,SER,PURULIA,WEST BENGAL
6288,MOHUDA,MHQ,NSG5,ADRA,SER,DHANBAD,JHARKHAND
6289,MURADI,MDF,NSG5,ADRA,SER,PURULIA,WEST BENGAL
6290,SALBONI,SLB,NSG5,ADRA,SER,MEDINIPUR WEST,WEST BENGAL
6291,BAGALIA,BGA,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6292,BERO,BERO,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6293,BHOJUDIH JN.,BJE,NSG6,ADRA,SER,BOKARO,JHARKHAND
6294,BHOWRAH PH,BCB,NSG6,ADRA,SER,DHANBAD,JHARKHAND
6295,BIRAMDIH,BRMD,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6296,BOWAICHANDI PH,BWCN,NSG6,ADRA,SER,PURBA BARDHAMAN,WEST BENGAL
6297,CHHARRA,CHRA,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6298,CHHATNA,CJN,NSG6,ADRA,SER,BANKURA,WEST BENGAL
6299,DAMODAR JN.,DMA,NSG6,ADRA,SER,PASCHIM BARDHAMAN,WEST BENGAL
6300,GARH-DHRUBBESWAR,GRB,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6301,GARHJAIPUR,GUG,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6302,GODAPEASAL,GSL,NSG6,ADRA,SER,MEDINIPUR WEST,WEST BENGAL
6303,GOURINATHDHAM,GTD,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6304,INDRABIL,IBL,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6305,JHANTIPAHARI,JPH,NSG6,ADRA,SER,BANKURA,WEST BENGAL
6306,KANTADIH,KTD,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6307,KHANUDIH,KNF,NSG6,ADRA,SER,DHANBAD,JHARKHAND
6308,KOTSHILA,KSX,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6309,KUSTAUR,KSU,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6310,LAYABAD,LYD,NSG6,ADRA,SER,DHANBAD,JHARKHAND
6311,MALKERA,MLQ,NSG6,ADRA,SER,DHANBAD,JHARKHAND
6312,NIMDIH,NIM,NSG6,ADRA,SER,SARAIKELA KHARSAWAN,JHARKHAND
6313,ONDAGRAM,ODM,NSG6,ADRA,SER,BANKURA,WEST BENGAL
6314,PIARDOBA,PBA,NSG6,ADRA,SER,BANKURA,WEST BENGAL
6315,PUNDAG,PNW,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6316,RADHAGAON,RDF,NSG6,ADRA,SER,BOKARO,JHARKHAND
6317,RAMKANALI JN.,RKI,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6318,RAMSAGAR,RSG,NSG6,ADRA,SER,BANKURA,WEST BENGAL
6319,RUKNI,RUI,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6320,SANKA,SNKR,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6321,SANTALDIH,SNTD,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6322,SHEWBABUDIH,SBW,NSG6,ADRA,SER,DHANBAD,JHARKHAND
6323,SIRJAM,SRJM,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6324,SONAMUKHI,SONA,NSG6,ADRA,SER,BANKURA,WEST BENGAL
6325,SUDAMDIH,SDMD,NSG6,ADRA,SER,DHANBAD,JHARKHAND
6326,TALGORIA,TLE,NSG6,ADRA,SER,DHANBAD,JHARKHAND
6327,TAMNA,TAO,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6328,TUPKADIH,TKX,NSG6,ADRA,SER,BOKARO,JHARKHAND
6329,URMA,URMA,NSG6,ADRA,SER,PURULIA,WEST BENGAL
6330,GOVINDPUR PH,GVDP,HG2,CHAKRADHARPUR,SER,EAST SINGHBUM,JHARKHAND
6331,HALUDPUKUR,HLD,HG2,CHAKRADHARPUR,SER,EAST SINGHBUM,JHARKHAND
6332,BIRBANS,BRBS,HG3,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND
6333,CHHANUA,CHNU,HG3,CHAKRADHARPUR,SER,MAYURBHANJ,ODISHA
6334,DEROWAN P.H.,DRWN,HG3,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6335,GHAGHRA,GHAA,HG3,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6336,MANIKUI,MIK,HG3,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND
6337,PANPALI PH,PNPL,HG3,CHAKRADHARPUR,SER,JHARSUGUDA,ODISHA
6338,SIDHIRSAI,SDHS,HG3,CHAKRADHARPUR,SER,EAST SINGHBUM,JHARKHAND
6339,TUNIA,TUX,HG3,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6340,TATANAGAR JN.,TATA,NSG2,CHAKRADHARPUR,SER,EAST SINGHBUM,JHARKHAND
6341,JHARSUGUDA JN.,JSG,NSG3,CHAKRADHARPUR,SER,JHARSUGUDA,ODISHA
6342,ROURKELA,ROU,NSG3,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6343,CHAKARADHARPUR,CKP,NSG4,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6344,ADITYAPUR,ADTP,NSG5,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND
6345,BAMRA,BMB,NSG5,CHAKRADHARPUR,SER,SAMBALPUR,ODISHA
6346,BARBIL,BBN,NSG5,CHAKRADHARPUR,SER,KENDUJHAR,ODISHA
6347,BONDAMUNDA JN,BNDM,NSG5,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6348,CHAIBASA,CBSA,NSG5,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6349,MANOHARPUR,MOU,NSG5,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6350,NAWAGAON,NXN,NSG5,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6351,RAJGANGPUR,GP,NSG5,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6352,RAJKHARSAWAN JN.,RKSN,NSG5,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND
6353,SINI JN.,SINI,NSG5,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND
6354,ASANBONI,ASB,NSG6,CHAKRADHARPUR,SER,EAST SINGHBUM,JHARKHAND
6355,AUNLAJORI JN.,OND,NSG6,CHAKRADHARPUR,SER,MAYURBHANJ,ODISHA
6356,BADAMPAHAR,BMPR,NSG6,CHAKRADHARPUR,SER,MAYURBHANJ,ODISHA
6357,BAGDIHI,BEH,NSG6,CHAKRADHARPUR,SER,JHARSUGUDA,ODISHA
6358,BAHALDA ROAD,BDO,NSG6,CHAKRADHARPUR,SER,MAYURBHANJ,ODISHA
6359,BANGURKELA,BGKA,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6360,BANSPANI,BSPX,NSG6,CHAKRADHARPUR,SER,KENDUJHAR,ODISHA
6361,BARA JAMADA,BJMD,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6362,BARABAMBO,BRM,NSG6,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND
6363,BARSUAN,BXF,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6364,BHALULATA,BUL,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6365,BIMALGARH JN.,BUF,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6366,BIRARAJPUR,BIRP,NSG6,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND
6367,BIRMITRAPUR,BRMP,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6368,BISRA,BZR,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6369,BOLANIKHADAN,BYX,NSG6,CHAKRADHARPUR,SER,KENDUJHAR,ODISHA
6370,CHAMPAJHARAN,CJQ,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6371,CHANDIPOSHI,CPE,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6372,DANGOAPOSI,DPS,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6373,DEOJHAR,DJHR,NSG6,CHAKRADHARPUR,SER,KENDUJHAR,ODISHA
6374,DHARUADIHI,DIH,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6375,DHUTRA,DTV,NSG6,CHAKRADHARPUR,SER,JHARSUGUDA,ODISHA
6376,DUMETRA,DMF,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6377,GAMHARIA,GMH,NSG6,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND
6378,GARPOS,GPH,NSG6,CHAKRADHARPUR,SER,SAMBALPUR,ODISHA
6379,GOILKERA,GOL,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6380,GORUMAHISANI,GUMI,NSG6,CHAKRADHARPUR,SER,MAYURBHANJ,ODISHA
6381,GUA,GUA,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6382,JARAIKELA,JRA,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6383,JAROLI,JRLI,NSG6,CHAKRADHARPUR,SER,KENDUJHAR,ODISHA
6384,JHINKPANI,JNK,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6385,KALUNGA,KLG,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6386,KANDRA,KND,NSG6,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND
6387,KANSBAHAL,KXN,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6388,KARAMPADA,KMPD,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6389,KENDPOSI,KNPS,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6390,KIRUBURU,KRBU,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6391,KUARMUNDA,KRMD,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6392,KULDIHA,KIJ,NSG6,CHAKRADHARPUR,SER,MAYURBHANJ,ODISHA
6393,KUNKI B.H.,KZU,NSG6,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND
6394,LATHIKATA,LTK,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6395,LOTAPAHAR,LPH,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6396,MAHADEVASAL PH,MXW,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6397,MAHALI MARUP,MMV,NSG6,CHAKRADHARPUR,SER,SARAIKELA KHARSAWAN,JHARKHAND
6398,MALUKA,MLKA,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6399,MURGA-MAHADEV ROAD,MMVR,NSG6,CHAKRADHARPUR,SER,KENDUJHAR,ODISHA
6400,NOAMUNDI,NOMD,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6401,PADAPAHAR,PDPH,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6402,PANDRASALI,PRSL,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6403,PANPOSH,PPO,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6404,PATASAHI,PSJ,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6405,POSOITA,PST,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6406,RAIRANGPUR,RRP,NSG6,CHAKRADHARPUR,SER,MAYURBHANJ,ODISHA
6407,SINGHPOKHARIA,SIPA,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6408,SOGORA,SOGR,NSG6,CHAKRADHARPUR,SER,SAMBALPUR,ODISHA
6409,SONAKHAN,SXN,NSG6,CHAKRADHARPUR,SER,SUNDARGARH,ODISHA
6410,SONUA,SWR,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6411,TALABURU,TABU,NSG6,CHAKRADHARPUR,SER,WEST SINGHBHUM,JHARKHAND
6412,TANGARMUNDA BH,TGM,NSG6,CHAKRADHARPUR,SER,SAMBALPUR,ODISHA
6413,DURGACHAK TOWN,DZKT,HG1,KHARAGPUR,SER,MEDINIPUR EAST,WEST BENGAL
6414,JALALSI P.H.,JLI,HG1,KHARAGPUR,SER,HOWRAH,WEST BENGAL
6415,MAHENDRALALNAGAR,MHLN,HG1,KHARAGPUR,SER,HOWRAH,WEST BENGAL
6416,MUNSIRHAT P.H.,MNH,HG1,KHARAGPUR,SER,HOWRAH,WEST BENGAL
6417,PANTIHAL,PTHL,HG1,KHARAGPUR,SER,HOWRAH,WEST BENGAL
6418,ANGUA P.H.,AGV,HG2,KHARAGPUR,SER,MEDINIPUR WEST,WEST BENGAL
6419,ASHAPURNA DEVI,APRD,HG2,KHARAGPUR,SER,MEDINIPUR EAST,WEST BENGAL
6420,BADALPUR P.H,BDPA,HG2,KHARAGPUR,SER,MEDINIPUR EAST,WEST BENGAL
6421,BANDAR PH,BAAR,HG2,KHARAGPUR,SER,MEDINIPUR EAST,WEST BENGAL
6422,BANSTOLA PH,BNB,HG2,KHARAGPUR,SER,JHARGRAM,WEST BENGAL
6423,BETNOTI PH,BTQ,HG2,KHARAGPUR,SER,MAYURBHANJ,ODISHA
6424,DANSI PH,DNI,HG2,KHARAGPUR,SER,HOWRAH,WEST BENGAL
6425,DOMJUR ROAD,DMJR,HG2,KHARAGPUR,SER,HOWRAH,WEST BENGAL
6426,DUAN,DUAN,HG2,KHARAGPUR,SER,MEDINIPUR WEST,WEST BENGAL
6427,HARISHDADPUR PH,HDC,HG2,KHARAGPUR,SER,HOWRAH,WEST BENGAL
6428,HERIA P.H.,HEN,HG2,KHARAGPUR,SER,MEDINIPUR EAST,WEST BENGAL
6429,JHALUARBAR,JLBR,HG2,KHARAGPUR,SER,HOWRAH,WEST BENGAL
6430,JOGAL,JOL,HG2,KHARAGPUR,SER,MAYURBHANJ,ODISHA
6431,JUGPURA P.H.,JRG,HG2,KHARAGPUR,SER,MAYURBHANJ,ODISHA
6432,KANIMAHULI P.H.,KNM,HG2,KHARAGPUR,SER,EAST SINGHBUM,JHARKHAND
6433,KHATKURA P.H.,KATB,HG2,KHARAGPUR,SER,JHARGRAM,WEST BENGAL
6434,KONA PH,KONA,HG2,KHARAGPUR,SER,HOWRAH,WEST BENGAL
6435,KRISHNA CHANDRAPUR,KCV,HG2,KHARAGPUR,SER,MAYURBHANJ,ODISHA
6436,LAVAN SG SMARAK,LSGS,HG2,KHARAGPUR,SER,MEDINIPUR EAST,WEST BENGAL
6437,MAKARDAHA,MDC,HG2,KHARAGPUR,SER,HOWRAH,WEST BENGAL
6438,NACHINDA P.H.,NCN,HG2,KHARAGPUR,SER,MEDINIPUR EAST,WEST BENGAL
6439,NUAGAON-MAYURBHANJ R,NMBR,HG2,KHARAGPUR,SER,BALESHWAR,ODISHA
6440,SABIRA,SZZ,HG2,KHARAGPUR,SER,BALESHWAR,ODISHA
6441,SAHID MATANGINI,SMTG,HG2,KHARAGPUR,SER,MEDINIPUR EAST,WEST BENGAL
6442,SATISH SAMANTA P.H.,SSPH,HG2,KHARAGPUR,SER,MEDINIPUR EAST,WEST BENGAL
6443,SITALPUR (BENGAL),STLB,HG2,KHARAGPUR,SER,MEDINIPUR EAST,WEST BENGAL
6444,SUJALPUR P.H.,SJPA,HG2,KHARAGPUR,SER,MEDINIPUR EAST,WEST BENGAL
6445,THAKURTOLA P.H,TKH,HG2,KHARAGPUR,SER,MAYURBHANJ,ODISHA
6446,TIKRA P.H.,TKRA,HG2,KHARAGPUR,SER,MEDINIPUR EAST,WEST BENGAL
6447,BURAMARA,BWO,HG3,KHARAGPUR,SER,MAYURBHANJ,ODISHA
