S No,Station Name,Station Code,Station Category,Division,Zone,District,State
1,BHORAS BUDRUKH,BFJ,HG2,BHUSAWAL,CR,JALGAON,MAHARASHTRA
2,JAMNER,JMNR,HG2,BHUSAWAL,CR,JALGAON,MAHARASHTRA
3,ANJANGAON,ANJ,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA
4,BANOSA,BASA,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA
5,BHADSIVNI,BDKE,HG3,BHUSAWAL,CR,WASHIM,MAHARASHTRA
6,BHAGDARA,BGR,HG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA
7,BORVIHIR,BRVR,HG3,BHUSAWAL,CR,DHULE,MAHARASHTRA
8,CHAMAK,CMK,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA
9,DARWHA MOTI BAGH JN.,DWM,HG3,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA
10,KAPUSTALNI,KTNI,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA
11,KARANJA,KRJA,HG3,BHUSAWAL,CR,WASHIM,MAHARASHTRA
12,KARANJA TOWN,KRJT,HG3,BHUSAWAL,CR,WASHIM,MAHARASHTRA
13,KHUSTA BUZURG,KSBG,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA
14,KINKHED,KQV,HG3,BHUSAWAL,CR,AKOLA,MAHARASHTRA
15,KOHDAD,KDK,HG3,BHUSAWAL,CR,EAST NIMAR,MADHYA PRADESH
16,KOKALDA,KXD,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA
17,KOLHADI,KLHD,HG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA
18,LADKHED,LDD,HG3,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA
19,LAKHPURI,LPU,HG3,BHUSAWAL,CR,AKOLA,MAHARASHTRA
20,LASINA,LSN,HG3,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA
21,LEHGAON,LGN,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA
22,LING,LING,HG3,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA
23,MANDURA,MNDA,HG3,BHUSAWAL,CR,AKOLA,MAHARASHTRA
24,MOHADI PRAGANE LALIN,MHAD,HG3,BHUSAWAL,CR,DHULE,MAHARASHTRA
25,MORDAD TANDA,MWK,HG3,BHUSAWAL,CR,DHULE,MAHARASHTRA
26,MURTIZAPUR TOWN,MZRT,HG3,BHUSAWAL,CR,AKOLA,MAHARASHTRA
27,NOWBAGH,NBGH,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA
28,PAHUR,PHU,HG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA
29,PIMPALGAON,PMGN,HG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA
30,POHE,POHE,HG3,BHUSAWAL,CR,WASHIM,MAHARASHTRA
31,RAJMANE,RM,HG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA
32,SANGWI,SWQ,HG3,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA
33,SHENDURNI,SDRN,HG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA
34,SHIRALA,SIRL,HG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA
35,SOMTHAN,SMTN,HG3,BHUSAWAL,CR,WASHIM,MAHARASHTRA
36,TAPONA,TPN,HG3,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA
37,VARKHEDI,VRKD,HG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA
38,VILEGAON,VLN,HG3,BHUSAWAL,CR,WASHIM,MAHARASHTRA
39,WARUDKHED,WRD,HG3,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA
40,NASHIK ROAD,NK,NSG2,BHUSAWAL,CR,NASHIK,MAHARASHTRA
41,AKOLA JN.,AK,NSG3,BHUSAWAL,CR,AKOLA,MAHARASHTRA
42,AMRAVATI,AMI,NSG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA
43,BADNERA JN.,BD,NSG3,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA
44,BHUSAVAL JN.,BSL,NSG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA
45,JALGAON JN,JL,NSG3,BHUSAWAL,CR,JALGAON,MAHARASHTRA
46,KHANDWA,KNW,NSG3,BHUSAWAL,CR,EAST NIMAR,MADHYA PRADESH
47,MANMAD JN.,MMR,NSG3,BHUSAWAL,CR,NASHIK,MAHARASHTRA
48,SHEGAON,SEG,NSG3,BHUSAWAL,CR,BULDHANA,MAHARASHTRA
49,BURHANPUR,BAU,NSG4,BHUSAWAL,CR,BURHANPUR,MADHYA PRADESH
50,CHALISGAON JN,CSN,NSG4,BHUSAWAL,CR,JALGAON,MAHARASHTRA
51,MALKAPUR,MKU,NSG4,BHUSAWAL,CR,BULDHANA,MAHARASHTRA
52,BODWAD,BDWD,NSG5,BHUSAWAL,CR,JALGAON,MAHARASHTRA
53,DEVLALI,DVL,NSG5,BHUSAWAL,CR,NASHIK,MAHARASHTRA
54,DHULE,DHI,NSG5,BHUSAWAL,CR,DHULE,MAHARASHTRA
55,LASALGAON,LS,NSG5,BHUSAWAL,CR,NASHIK,MAHARASHTRA
56,MURTIZAPUR,MZR,NSG5,BHUSAWAL,CR,AKOLA,MAHARASHTRA
57,NANDGAON,NGN,NSG5,BHUSAWAL,CR,NASHIK,MAHARASHTRA
58,NANDURA,NN,NSG5,BHUSAWAL,CR,BULDHANA,MAHARASHTRA
59,NEPANAGAR,NPNR,NSG5,BHUSAWAL,CR,BURHANPUR,MADHYA PRADESH
60,NIPHAD,NR,NSG5,BHUSAWAL,CR,NASHIK,MAHARASHTRA
61,PACHORA JN.,PC,NSG5,BHUSAWAL,CR,JALGAON,MAHARASHTRA
62,RAVER,RV,NSG5,BHUSAWAL,CR,JALGAON,MAHARASHTRA
63,ACHALPUR,ELP,NSG6,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA
64,ACHEGAON,ACG,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
65,ANKAI,ANK,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA
66,ASIRGARH ROAD,AGQ,NSG6,BHUSAWAL,CR,BURHANPUR,MADHYA PRADESH
67,ASVALI,AV,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA
68,BAGMAR,BMA,NSG6,BHUSAWAL,CR,EAST NIMAR,MADHYA PRADESH
69,BHADLI,BDI,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
70,BISWA BRIDGE,BIS,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA
71,BORGAON,BGN,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA
72,CHANDNI,CDI,NSG6,BHUSAWAL,CR,BURHANPUR,MADHYA PRADESH
73,CHANDUR BAZAR,CNDB,NSG6,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA
74,DONGARGAON,DGN,NSG6,BHUSAWAL,CR,EAST NIMAR,MADHYA PRADESH
75,DUSKHEDA,DSK,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
76,GAIGAON,GAO,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA
77,GALAN,GAA,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
78,GHOTI,GO,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA
79,HIRAPUR,HPR,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
80,HISVAHAL,HSL,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA
81,JALAMB JN.,JM,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA
82,JAMDHA,JMD,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
83,KAJGAON,KJ,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
84,KASBE SUKENE,KBSN,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA
85,KATEPURNA,KTP,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA
86,KHAMGAON,KMN,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA
87,KHAMKHED,KMKD,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA
88,KHERWADI,KW,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA
89,KHUMGAON BURTI,KJL,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA
90,KURAM,KUM,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA
91,LAHAVIT,LT,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA
92,MAHEJI,MYJ,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
93,MANA,MANA,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA
94,MANDWA,MWA,NSG6,BHUSAWAL,CR,EAST NIMAR,MADHYA PRADESH
95,MHASAVAD,MWD,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
96,NAGARDEVLA,NGD,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
97,NAYDONGRI,NI,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA
98,NEW AMRAVATI,NAVI,NSG6,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA
99,NIMBHORA,NB,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
100,ODHA,ODHA,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA
101,PANJHAN,PJN,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA
102,PARAS,PS,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA
103,PARDHADE,PHQ,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
104,PIMPARKHED,PKE,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA
105,SAVDA,SAV,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
106,SHIRSOLI,SS,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
107,SHIRUD,SHF,NSG6,BHUSAWAL,CR,DHULE,MAHARASHTRA
108,SHRI KSHETRA NAGJHARI,NGZ,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA
109,SUMMIT,SUM,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA
110,TAKLI,TKI,NSG6,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA
111,UGAON,UGN,NSG6,BHUSAWAL,CR,NASHIK,MAHARASHTRA
112,VAGHLI,VGL,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
113,VARANGAON,VNA,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
114,WADODA,WADO,NSG6,BHUSAWAL,CR,BULDHANA,MAHARASHTRA
115,WAGHODA,WGA,NSG6,BHUSAWAL,CR,JALGAON,MAHARASHTRA
116,WALGAON,WLGN,NSG6,BHUSAWAL,CR,AMRAVATI,MAHARASHTRA
117,YAVATMAL,YTL,NSG6,BHUSAWAL,CR,YAVATMAL,MAHARASHTRA
118,YEULKHED,YAD,NSG6,BHUSAWAL,CR,AKOLA,MAHARASHTRA
119,CHAUK,CHOK,HG2,MUMBAI,CR,RAIGAD,MAHARASHTRA
120,HAMARAPUR,HMRR,HG2,MUMBAI,CR,RAIGAD,MAHARASHTRA
121,JUICHANDRA,JCNR,HG2,MUMBAI,CR,THANE,MAHARASHTRA
122,KASU,KASU,HG2,MUMBAI,CR,RAIGAD,MAHARASHTRA
123,NAVADE ROAD,NVRD,HG2,MUMBAI,CR,RAIGAD,MAHARASHTRA
124,NIDI,NIDI,HG2,MUMBAI,CR,RAIGAD,MAHARASHTRA
125,CHIKHLI,CKHS,HG3,MUMBAI,CR,RAIGAD,MAHARASHTRA
126,MOHOPE,MHPE,HG3,MUMBAI,CR,RAIGAD,MAHARASHTRA
127,OOMBERMALI,OMB,HG3,MUMBAI,CR,THANE,MAHARASHTRA
128,RASAYANI,RSYI,HG3,MUMBAI,CR,RAIGAD,MAHARASHTRA
129,THANSIT,THS,HG3,MUMBAI,CR,THANE,MAHARASHTRA
130,C SHIVAJI MAH T,CSMT,NSG1,MUMBAI,CR,MUMBAI,MAHARASHTRA
131,DADAR,DR,NSG1,MUMBAI,CR,MUMBAI,MAHARASHTRA
132,KALYAN JN.,KYN,NSG1,MUMBAI,CR,THANE,MAHARASHTRA
133,LOKMANYA TILAK TERMI,LTT,NSG1,MUMBAI,CR,MUMBAI,MAHARASHTRA
134,PANVEL,PNVL,NSG1,MUMBAI,CR,RAIGAD,MAHARASHTRA
135,THANE,TNA,NSG1,MUMBAI,CR,THANE,MAHARASHTRA
136,LONAVALA,LNL,NSG3,MUMBAI,CR,PUNE,MAHARASHTRA
137,AMAN LODGE,ANLG,NSG4,MUMBAI,CR,RAIGAD,MAHARASHTRA
138,BHIVANDI ROAD,BIRD,NSG4,MUMBAI,CR,THANE,MAHARASHTRA
139,MATHERAN,MAE,NSG4,MUMBAI,CR,RAIGAD,MAHARASHTRA
140,IGATPURI,IGP,NSG5,MUMBAI,CR,NASHIK,MAHARASHTRA
141,ROHA,ROHA,NSG5,MUMBAI,CR,RAIGAD,MAHARASHTRA
142,APTA,APTA,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA
143,JITE,JITE,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA
144,KALAMBOLI,KLMC,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA
145,KAMAN ROAD,KARD,NSG6,MUMBAI,CR,THANE,MAHARASHTRA
146,KHANDALA,KAD,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA
147,KHARBAV,KHBV,NSG6,MUMBAI,CR,THANE,MAHARASHTRA
148,NAGOTHANE,NGTN,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA
149,NILAJE,NIIJ,NSG6,MUMBAI,CR,THANE,MAHARASHTRA
150,PEN,PEN,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA
151,SOMTANE,SMNE,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA
152,TALOJA PANCHNAND,TPND,NSG6,MUMBAI,CR,RAIGAD,MAHARASHTRA
153,AMBARNATH,ABH,SG1,MUMBAI,CR,THANE,MAHARASHTRA
154,BADLAPUR,BUD,SG1,MUMBAI,CR,THANE,MAHARASHTRA
155,BHANDUP,BND,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA
156,DIVA,DIVA,SG1,MUMBAI,CR,THANE,MAHARASHTRA
157,DOMBIVLI,DI,SG1,MUMBAI,CR,THANE,MAHARASHTRA
158,GHATKOPAR,GC,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA
159,KURLA JN.,CLA,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA
160,MANKHURD,MNKD,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA
161,MULUND,MLND,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA
162,MUMBRA,MBQ,SG1,MUMBAI,CR,THANE,MAHARASHTRA
163,SION,SIN,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA
164,VIKHROLI,VK,SG1,MUMBAI,CR,MUMBAI,MAHARASHTRA
165,AIRAVALI,AIRL,SG2,MUMBAI,CR,THANE,MAHARASHTRA
166,AMBIVLI,ABY,SG2,MUMBAI,CR,THANE,MAHARASHTRA
167,BELAPUR C.B.D,BEPR,SG2,MUMBAI,CR,THANE,MAHARASHTRA
168,BYCULLA,BY,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA
169,CHEMBUR,CMBR,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA
170,CHINCHPOKLI,CHG,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA
171,COTTON GREEN,CTGN,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA
172,CURREY ROAD,CRD,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA
173,GHANSOLI,GNSL,SG2,MUMBAI,CR,THANE,MAHARASHTRA
174,GOVANDI,GV,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA
175,GURU TEGHBAHADURNAGA,GTBN,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA
176,JUINAGAR,JNJ,SG2,MUMBAI,CR,THANE,MAHARASHTRA
177,KALVA,KLVA,SG2,MUMBAI,CR,THANE,MAHARASHTRA
178,KANJUR MARG,KJRD,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA
179,KARJAT,KJT,SG2,MUMBAI,CR,RAIGAD,MAHARASHTRA
180,KHANDESHWAR,KNDS,SG2,MUMBAI,CR,RAIGAD,MAHARASHTRA
181,KHARGHAR,KHAG,SG2,MUMBAI,CR,RAIGAD,MAHARASHTRA
182,KINGS CIRCLE,KCE,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA
183,KOPARKHAIRANE,KPHN,SG2,MUMBAI,CR,THANE,MAHARASHTRA
184,MANSAROVAR,MANR,SG2,MUMBAI,CR,RAIGAD,MAHARASHTRA
185,MASJID,MSD,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA
186,MATUNGA,MTN,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA
187,NAHUR,NHU,SG2,MUMBAI,CR,MUMBAI SUBURBAN,MAHARASHTRA
188,NERUL,NEU,SG2,MUMBAI,CR,THANE,MAHARASHTRA
189,SANDHURST ROAD,SNRD,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA
190,SANPADA,SNCR,SG2,MUMBAI,CR,THANE,MAHARASHTRA
191,SEAWOODSDARAVE,SWDV,SG2,MUMBAI,CR,THANE,MAHARASHTRA
192,SEWRI,SVE,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA
193,SHAHAD,SHAD,SG2,MUMBAI,CR,THANE,MAHARASHTRA
194,THAKURLI,THK,SG2,MUMBAI,CR,THANE,MAHARASHTRA
195,TILAK NAGAR,TKNG,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA
196,TITWALA,TLA,SG2,MUMBAI,CR,THANE,MAHARASHTRA
197,ULHASNAGAR,ULNR,SG2,MUMBAI,CR,THANE,MAHARASHTRA
198,VADALA ROAD,VDLR,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA
199,VASHI,VSH,SG2,MUMBAI,CR,THANE,MAHARASHTRA
200,VIDYAVIHAR,VVH,SG2,MUMBAI,CR,MUMBAI,MAHARASHTRA
201,VITHALWADI,VLDI,SG2,MUMBAI,CR,THANE,MAHARASHTRA
202,ASANGAON,ASO,SG3,MUMBAI,CR,THANE,MAHARASHTRA
203,ATGAON,ATG,SG3,MUMBAI,CR,THANE,MAHARASHTRA
204,BAMANDONGRI,BMDR,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA
205,BHIVPURI ROAD,BVS,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA
206,CHUNABHATTI,CHF,SG3,MUMBAI,CR,MUMBAI,MAHARASHTRA
207,DOCKYARD ROAD,DKRD,SG3,MUMBAI,CR,MUMBAI,MAHARASHTRA
208,DOLAVALI,DLV,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA
209,KASARA,KSRA,SG3,MUMBAI,CR,THANE,MAHARASHTRA
210,KELAVLI,KLY,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA
211,KHADAVLI,KDV,SG3,MUMBAI,CR,THANE,MAHARASHTRA
212,KHARDI,KE,SG3,MUMBAI,CR,THANE,MAHARASHTRA
213,KHARKOPAR,KARP,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA
214,KHOPOLI,KHPI,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA
215,KOPAR,KOPR,SG3,MUMBAI,CR,THANE,MAHARASHTRA
216,LOWJEE,LWJ,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA
217,NERAL,NRL,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA
218,PALASDHARI,PDI,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA
219,PAREL,PR,SG3,MUMBAI,CR,MUMBAI,MAHARASHTRA
220,RABALE,RABE,SG3,MUMBAI,CR,THANE,MAHARASHTRA
221,REAY ROAD,RRD,SG3,MUMBAI,CR,MUMBAI,MAHARASHTRA
222,SHELU,SHLU,SG3,MUMBAI,CR,RAIGAD,MAHARASHTRA
223,TURBHE,TUH,SG3,MUMBAI,CR,THANE,MAHARASHTRA
224,VANGANI,VGI,SG3,MUMBAI,CR,THANE,MAHARASHTRA
225,VASIND,VSD,SG3,MUMBAI,CR,THANE,MAHARASHTRA
226,BARCHHI ROAD,BCRD,HG2,NAGPUR,CR,BETUL,MADHYA PRADESH
227,BARELIPAR,BQM,HG2,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH
228,BENODA,BNOD,HG2,NAGPUR,CR,AMRAVATI,MAHARASHTRA
229,GANGIWARA,GNW,HG2,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH
230,MARKADHANA,MKDN,HG2,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH
231,MOWAD,MWAD,HG2,NAGPUR,CR,NAGPUR,MAHARASHTRA
232,VARUD,VADR,HG2,NAGPUR,CR,WARDHA,MAHARASHTRA
233,DARIMETA,DDMT,HG3,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH
234,GHUDANKHAPA,GDKP,HG3,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH
235,GONDWANA VISAPUR,GNVR,HG3,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA
236,HATNAPUR,HTN,HG3,NAGPUR,CR,BETUL,MADHYA PRADESH
237,HIWARKHED,HKNT,HG3,NAGPUR,CR,AMRAVATI,MAHARASHTRA
238,LALAWADI,LLD,HG3,NAGPUR,CR,BETUL,MADHYA PRADESH
239,MAGARDOH,MGRD,HG3,NAGPUR,CR,BETUL,MADHYA PRADESH
240,MALKAPUR ROAD,MALK,HG3,NAGPUR,CR,BETUL,MADHYA PRADESH
241,TINKHEDA,TNH,HG3,NAGPUR,CR,NAGPUR,MAHARASHTRA
242,NAGPUR,NGP,NSG2,NAGPUR,CR,NAGPUR,MAHARASHTRA
243,BALHARSHAH,BPQ,NSG3,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA
244,BETUL,BZU,NSG4,NAGPUR,CR,BETUL,MADHYA PRADESH
245,CHANDRAPUR (MAHARASH,CD,NSG4,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA
246,SEVAGRAM,SEGM,NSG4,NAGPUR,CR,WARDHA,MAHARASHTRA
247,AJNI,AJNI,NSG5,NAGPUR,CR,NAGPUR,MAHARASHTRA
248,AMLA JN.,AMLA,NSG5,NAGPUR,CR,BETUL,MADHYA PRADESH
249,BHANDAK,BUX,NSG5,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA
250,BHUGAON,BPK,NSG5,NAGPUR,CR,WARDHA,MAHARASHTRA
251,CHANDUR,CND,NSG5,NAGPUR,CR,AMRAVATI,MAHARASHTRA
252,DHAMANGAON,DMN,NSG5,NAGPUR,CR,AMRAVATI,MAHARASHTRA
253,GHORADONGRI,GDYA,NSG5,NAGPUR,CR,BETUL,MADHYA PRADESH
254,HINGANGHAT,HGT,NSG5,NAGPUR,CR,WARDHA,MAHARASHTRA
255,JUNNOR DEO,JNO,NSG5,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH
256,KATOL,KATL,NSG5,NAGPUR,CR,NAGPUR,MAHARASHTRA
257,MULTAI,MTY,NSG5,NAGPUR,CR,BETUL,MADHYA PRADESH
258,NARKHER,NRKR,NSG5,NAGPUR,CR,NAGPUR,MAHARASHTRA
259,PANDHURNA,PAR,NSG5,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH
260,PARASIA,PUX,NSG5,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH
261,PULGAON JN.,PLO,NSG5,NAGPUR,CR,WARDHA,MAHARASHTRA
262,WARDHA JN.,WR,NSG5,NAGPUR,CR,WARDHA,MAHARASHTRA
263,WARORA,WRR,NSG5,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA
264,BABUPETH,BUPH,NSG6,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA
265,BARBATPUR,BBTR,NSG6,NAGPUR,CR,HOSHANGABAD,MADHYA PRADESH
266,BARSALI,BYS,NSG6,NAGPUR,CR,BETUL,MADHYA PRADESH
267,BHARATWADA,BWRA,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA
268,BORDHAI,BXY,NSG6,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH
269,BORKHEDI,BOK,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA
270,BUTI BORI,BTBR,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA
271,CHICHONDA,CCD,NSG6,NAGPUR,CR,BETUL,MADHYA PRADESH
272,CHIKNI ROAD,CKNI,NSG6,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA
273,DAHEGAON,DAE,NSG6,NAGPUR,CR,WARDHA,MAHARASHTRA
274,DHARAKHOH,DHQ,NSG6,NAGPUR,CR,BETUL,MADHYA PRADESH
275,DHODRA MOHAR,DOH,NSG6,NAGPUR,CR,BETUL,MADHYA PRADESH
276,GODHANI,GNQ,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA
277,GUMGAON,GMG,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA
278,HIRDAGARH,HRG,NSG6,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH
279,IKLEHRA,IKR,NSG6,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH
280,JAMBARA,JMV,NSG6,NAGPUR,CR,BETUL,MADHYA PRADESH
281,JAULKHERA,JKR,NSG6,NAGPUR,CR,BETUL,MADHYA PRADESH
282,KALA AKHAR,KQE,NSG6,NAGPUR,CR,HOSHANGABAD,MADHYA PRADESH
283,KALAMBHA,KLBA,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA
284,KALMESHWAR,KSWR,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA
285,KAOTHA,KAOT,NSG6,NAGPUR,CR,WARDHA,MAHARASHTRA
286,KAYAR,KAYR,NSG6,NAGPUR,CR,YAVATMAL,MAHARASHTRA
287,KHAPRI,KRI,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA
288,KIRATGARH,KRTH,NSG6,NAGPUR,CR,HOSHANGABAD,MADHYA PRADESH
289,KOHLI,KOHL,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA
290,LINGTI,LNT,NSG6,NAGPUR,CR,YAVATMAL,MAHARASHTRA
291,MAJRI JN.,MJRI,NSG6,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA
292,MAJRIKHADAN,MJKN,NSG6,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA
293,MALKHED,MLR,NSG6,NAGPUR,CR,AMRAVATI,MAHARASHTRA
294,MARAMJHIRI,MJY,NSG6,NAGPUR,CR,BETUL,MADHYA PRADESH
295,METPANJRA,MER,NSG6,NAGPUR,CR,NAGPUR,MAHARASHTRA
296,MORSHI,MRSH,NSG6,NAGPUR,CR,AMRAVATI,MAHARASHTRA
297,NAGRI,NGI,NSG6,NAGPUR,CR,CHANDRAPUR,MAHARASHTRA
298,NAWEGAON,NVG,NSG6,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH
299,PALACHAURI,PCLI,NSG6,NAGPUR,CR,CHHINDWARA,MADHYA PRADESH
300,PIMPALKHUTI,PMKT,NSG6,NAGPUR,CR,YAVATMAL,MAHARASHTRA
301,PUSLA,PUSA,NSG6,NAGPUR,CR,AMRAVATI,MAHARASHTRA
302,SAHELI,SAHL,NSG6,NAGPUR,CR,HOSHANGABAD,MADHYA PRADESH
